Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Links,Condition,Service Lines,Facilities
House,Stone,192 sq.m.,2,5,3+,Major Renovation,973 sq.m.,Kotayk › Proshyan,"$109,000",USD,"A two-storey private house is for sale in Proshyan, in a newly built district, 200 meters from the main road, in a quiet place, the total area of the land is 923 square meters, 192 square meters, it has a garage, fruit trees, a summer pavilion.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0014Translated from Armenian",Dec-12-2022_20-42,Available,2 spots,,,,,,,,https://list.am/en/item/13273379,House is Finished,,
House,Stone,300 sq.m.,2,6,2,No Renovation,500 sq.m.,Kotayk › Kasagh,"$155,000",USD,"A two-storey private house is for sale in Kasakh, 400 meters from the Yerevan-Ashtarak road, the house can be exchanged for a 3-room apartment in Yerevan for an additional fee.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0250Translated from Armenian",Dec-12-2022_20-42,Available,1 spot,,,,,,,,https://list.am/en/item/17002192,House is Finished,,
House,Stone,200 sq.m.,2,5,2,Major Renovation,,Kotayk › Kasagh,"$185,000",USD,"2-storey private house is for sale in Kasakh residential district, only 1 km from Ashtarak highway, the total area of the house is 200 square meters, the land is 800 square meters with fruit trees, the house is for sale with all the furniture, the house can be exchanged for an additional apartment.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0073Translated from Armenian",Dec-12-2022_20-42,Available,1 spot,,,,,,,,https://list.am/en/item/14608716,House is Finished,,
House,Stone,484 sq.m.,2,8+,3+,No Renovation,,Kotayk › Proshyan,"$200,000",USD,"House for sale in Proshyan, near the main road, the total area of the house is 480 square meters, the land is 2306 square meters with fruit trees, the house is very convenient as a business guest house, recreation area, it also has a 50 square meter garage.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0108Translated from Armenian",Dec-12-2022_20-42,Not available,2 spots,,,,,,,,https://list.am/en/item/14506479,House is Finished,,
House,Stone,200 sq.m.,2,4,2,Designer Renovation,1460 sq.m.,Kotayk › Yeghvard,"$205,000",USD,"2-storey beautiful private house is for sale in Yeghvard.Land - 1460 square meters, fencedHouse - 200 square meters + basementIt is fully repaired, provided with all the communal facilities: Gas, heating system, hot or cold water.Euro windows, tiled bathroom, wooden parquet in the rooms.1st floor - living room with entrance hall, fireplace, kitchen with dining room, 1 bathroom.2 floors - entrance hall, 3 bedrooms, 2 bathrooms, open balcony.It has a well-maintained yard with a garden of fruit trees.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0013Translated from Armenian",Dec-12-2022_20-42,Available,2 spots,,,,,,,,https://list.am/en/item/14416876,House is Finished,,
House,Stone,166 sq.m.,3,5,3+,Designer Renovation,500 sq.m.,Kotayk › Kasagh,"$200,000",USD,"The house is located in the beginning of Kasakh community, near Yerjan-Ashtarak road. The house is newly built, provided with all communal amenities. , pavilion, parking.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The commission of the agency is 2%, an exhibition contract is signed for the exhibitions. Please have your ID.Code 0244Translated from Armenian",Dec-12-2022_20-42,Not available,2 spots,,,,,,,,https://list.am/en/item/17178834,House is Finished,,
Country House,Stone,210 sq.m.,3,4,1,Cosmetic Renovation,600 sq.m.,Kotayk › Bjni,"$60,000",USD,"Bjni summer zone. The total land area is 2,000 square meters.Translated from Armenian",Dec-12-2022_20-42,Available,Not available,,,,,,,,https://list.am/en/item/16572843,,,
House,Stone,165 sq.m.,1,5,2,Designer Renovation,500 sq.m.,Kotayk › Kasagh,"$185,000",USD,"The newly built private house is located in Mush district, next to the Red Cross, very close to Davitashen-Ajapnyak administrative districts. Newly renovated, euro doors and windows are installed, bathrooms are tiled, outside door is iron, there is an individual heating system, the floor is heated. It is completely fenced, has 2 garages.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0234Translated from Armenian",Dec-12-2022_20-42,Available,2 spots,,,,,,,,https://list.am/en/item/17021311,House is Finished,,
House,Stone,1500 sq.m.,1,3,1,No Renovation,1350 sq.m.,Kotayk › Arzni,"$48,000",USD,"Վաճառվում է 1500մ հարտ մակերեսով տնաներձ հողատարածք Արզնիում. Ունի 140մ մոնոլիտ նկուղ (պատերի բարձրությունը 2.6մ, լայնությունը 0,5 մ), երու կողմից առկա է քարե պարիսպ. Ճանապարը ասվալտապատ է, գազը, ջուրը, լույսը, կոյուղին բոլորը անմիջապես հողի մոտեն. Տեսարանը ցեղեցիկ է, Երևանի կենտրոնից 18կմ - է. Առկա է նաև այլ հողատարածք.Продаётся приусадебный земельный участок (1500м, рядом два участка) на котором имеется подвальное помещение площадью 140м в посёлке Арзни. Земля ровная и плодородия, с двух сторон имеется каменный забор, обзор красивый, дорога заасвальтирована. Вода, канализация, газ, свет все находится в непосрественной близости. До центра Еревана около 18км.",Dec-12-2022_20-42,Not available,2 spots,,,,,,,,https://list.am/en/item/16172024,House is Under Construction,,
Country House,Stone,108 sq.m.,1,3,3+,Cosmetic Renovation,1300 sq.m.,Kotayk › Mrgashen,"$145,000",USD,Urgent For saleTranslated from Armenian,Dec-12-2022_20-42,,,,,,,,,,https://list.am/en/item/16593211,,,
Country House,Monolith,200 sq.m.,3,5,2,Old Renovation,600 sq.m.,"Աղբյուրակ թաղամաս, Հրազդան","$45,000",USD,"A country house is for sale in the upper Aghbyurak district, next to Varden's guest house.Translated from Armenian",Dec-12-2022_20-42,Available,2 spots,,,,,,,,https://list.am/en/item/18319916,House is Finished,,
House,Stone,200 sq.m.,2,5,2,Partial Renovation,350 sq.m.,"Zovuni 16 street, Zovuni","$165,000",USD,Newly built. Call for details.Translated from Armenian,Dec-12-2022_20-42,,,,,,,,,,https://list.am/en/item/18129979,,,
Country House,Monolith,88 sq.m.,1,1,1,No Renovation,500 sq.m.,"Ձորաղբյուր 33-րդ փողոց, Ձորաղբյուր","$23,000",USD,Summer house total 504 sq. M. Is for sale. There is 88 sq. M. Semi-detached house with basement. It has 3 terraces. Has a privatization certificate.Has an e-mail address? Ability to spend energy.It is sunny.Translated from Armenian,Dec-12-2022_20-42,Not available,Not available,,,,,,,,https://list.am/en/item/18685445,House is Unfinished,,
House,Monolith,250 sq.m.,2,4,1,Euro Renovation,450 sq.m.,Kotayk › Arinj,"$170,000",USD,"Arinj P. S. Tsak district 20 str. 3/1 on the ground floor, 4 rooms renovated, second floor, general area, water, gas, electricity, asphalt road.Translated from Armenian",Dec-12-2022_20-42,Not available,1 spot,,,,,,,,https://list.am/en/item/15867799,House is Finished,,
House,Stone,200 sq.m.,1,7,1,Designer Renovation,1800 sq.m.,Kotayk › Abovian,"$160,000",USD,"Одноэтажный каменный дом 200кв. В Абовянe село Котайк, капитальный ремонт. Со всеми удобствами, отопления Baxi, общая площадь 1800 кв. Территория огорожена. Բնակելի տուն Կոտայք գյուղում 200քմ բոլոր հարմարություններով, ընդանուր 1800քմ, տարածքը պարսպապատ։",Dec-12-2022_20-42,Available,2 spots,,,,,,,,https://list.am/en/item/13810177,House is Finished,,
House,Stone,480 sq.m.,2,5,2,No Renovation,,Kotayk › Meghradzor,"$40,000",USD,"It is located in Meghradzor, near the forest, on the 18th, on the 12th, in front of it there is a 10th plot of land each, Urgent, Negotiable, Only real buyers.Translated from Armenian",Dec-12-2022_20-42,,,,,,,,,,https://list.am/en/item/17397646,,,
House,Stone,480 sq.m.,2,5,2,No Renovation,,Kotayk › Meghradzor,"$40,000",USD,"It is located in Meladzor, near the river, the forest, on 18-12, there is a 10th mine plot in front of it, Urgent, Negotiable, Call only real buyers.Translated from Armenian",Dec-12-2022_20-42,,,,,,,,,,https://list.am/en/item/18044411,,,
House,Stone,100 sq.m.,2,4,1,Partial Renovation,700 sq.m.,Kotayk › Nurnus,"$50,000",USD,"The summer house is located at the beginning of Nurnus dachas, on the main hill. It has gas, electricity, water and irrigation water. The roof and euro windows are brand new. The house is partially renovated.Translated from Armenian",Dec-12-2022_20-42,Not available,2 spots,,,,,,,,https://list.am/en/item/18308324,,,
House,Stone,512 sq.m.,2,5,2,Old Renovation,1150 sq.m.,Kotayk › Dzoraghbyur,"$250,000",USD,"Վաճառվում է սեփական տուն, ունի ջեռուցման համակարգ, կաղնու մանրահատակ, տունը հարմար է արտադրություն դնելու համար, գինը սակարկելիПродается частный дом, есть отопление, пол декоративный дубовый паркет, дом можно использовать для производства, цена не окончательная",Dec-12-2022_20-42,,,,,,,,,,https://list.am/en/item/18273679,,,
