Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
Country House,Stone,7400 sq.m.,1,6,3+,Partial Renovation,184 sq.m.,Shirak › Shirak,"$80,000",USD,I am selling a semi-detached house. It is 50 meters from the main road. It is located in a very convenient place. There is a large swimming pool. There are two different water lines for drinking water. There is a cattle yard. There is a garage. The mountain is close to the pasture for cattle. The city cemetery is close to the house. A very convenient place to set up a workshop. For details call or come and negotiate on the spot. Call real buyers. NegotiableTranslated from Armenian,Dec-12-2022_21-19,,,,,,,,,,,Partial Furniture,1 spot,,,https://list.am/en/item/18098161,House is Finished,,
House,Stone,114 sq.m.,1,5,1,Partial Renovation,450 sq.m.,"Տեքստիլագործների փողոց 62, Գյումրի","$85,000",USD,"A one-story stone house in the central part of Gyumri, the building area of which is 114 square meters. M. The total land near the house: 450 sq. M.: It is partially renovated, an iron entrance door is installed. All communications have been completed. There is a living room, 4 bedrooms, kitchen and 1 bathroom, basement. In the yard there is a garage (the area is 46.96 sq. M), an additional building (the area is 25 sq. M) There are fruit trees in the yard.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,By agreement,1 spot,,,https://list.am/en/item/18136051,House is Finished,,
House,Stone,600 sq.m.,3,8+,3+,Designer Renovation,1400 sq.m.,Shirak › Gyumri,"$530,000",USD,"In the central street of Gyumri, indoor building, garage, orchard. The attic and basement are also renovated. It is suitable for building banking, hotel, restaurant, and various types of office spaces. All furniture is included in the price.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Available,1 spot,,,https://list.am/en/item/17569121,House is Finished,,
House,Stone,64 sq.m.,1,1,1,No Renovation,64 sq.m.,"Ջիվանի փողոց 70, Գյումրի","$55,000",USD,"A 1-storey stone house for sale in the center of Gyumri city, at 70 Jivanu St. (previously inhabited) The building is located in front of the Florence Gyumri restaurant. The house is 64 square meters, the price is negotiable. All the windows of the house have been replaced and face the street, sunny side, very bright. The total area of the house is 150 m/sq. It has permanent water, gas, bathroom, common yard. It needs major repairs. If desired, the entire 150 sq. M. Will be sold.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Not available,Not available,,,https://list.am/en/item/15798600,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,500 sq.m.,"4-й переулок улицы Герцена, Гюмри","$40,000",USD,"The house is located in the 4th alley of Gertsen, has a large garage, a large fenced garden basementTranslated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Available,2 spots,,"Stove, washing machine",https://list.am/en/item/17391251,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Monolith,110 sq.m.,1,4,1,Partial Renovation,1200 sq.m.,Shirak › Gyumri,"$26,000",USD,"Private 4-room house for rent. If you wish, call the address in the neighborhood of NEW ARAPI, Mother Armenia.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Partial Furniture,Not available,,,https://list.am/en/item/18679776,House is Finished,Sewerage,
House,Stone,250 sq.m.,3,6,2,Old Renovation,,Shirak › Krashen,"14,500,000 ֏",AMD,"Շիրակի մարզ գ Կրաշեն ում վաճառվում է տուն 250 մ մակերեսով։Ընդհանուր տարածքը 2900մք։Տունը կառուցվել է 1991 թ ին։Կա 2 սանհանգույց, ջեռուցման համակարգ, մշտական ջուր, եռաֆազ հոսանք, բուխարի, տան ամբողջ մակերեսով 3 մ բարձրությամբ նկուղ։պտղատու այգի մոտ 1000 մք։Ամբողջովին պարսպապատ է։Продается дом площадью 250 м в селе Крашен Ширакской области.Общая площадь 2900 кв м. Дом построен в 1991 г. Имеются 2 санузла, система отопления, постоянная вода, трехфазное электричество, камин, подвал высотой 3 м по всей поверхности дома.Фруктовый сад около 1000 м2, полностью огорожен.",Dec-12-2022_21-19,,,,,,,,,,,,Not available,,,https://list.am/en/item/18422958,,,
House,Stone,260 sq.m.,1,3,1,Major Renovation,160 sq.m.,"Կազաչի պոստ թաղամաս, Գյումրի","$68,000",USD,"It has all utilities, Ariston heating system, 50% of the house is underfloor heating. There is a garage (for 2 cars), a basement.In the yard there is a workshop, a closed gazebo (I didn't manage to cut it), 19 fruit trees. THE MOST IMPORTANT THING IS NOT WET!THE HOUSE IS SOLD WITHOUT FURNISHINGS AND APPLIANCES.(The vestments of the house are not for sale)THE HOUSE IS LOCATED ON LALAYAN STREETNEXT TO LAKATRNI CHASTI KAPEPEYOU WILL NOT GET TO THE MEAT COMBINATIONThere is absolutely no problem with the house papers.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,By agreement,2 spots,,,https://list.am/en/item/16526724,House is Finished,,
House,Stone,134 sq.m.,1,5,1,No Renovation,50 sq.m.,"Միխայիլ Սալտիկով-Շեդրինի փողոց 7/9, Գյումրի","$25,000",USD,It is located in Tekstil (behind the Diagnostic Hospital) Call for other questions.Translated from Armenian,Dec-12-2022_21-19,,,,,,,,,,,Available,1 spot,,,https://list.am/en/item/18622945,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Bricks,270 sq.m.,3,8+,2,Partial Renovation,100 sq.m.,Shirak › Artik,"$34,500",USD,"A 3-storey detached house is for sale in Lambat 2 district. In one part of the house, capital repair was done, and in the second part, only plastering. The house has both electricity and sewage. The house is ready for living. The roof is in excellent condition. Next to the house there is a garage with metal doors. There are fertile trees in the area. The area has a half-built building of 10 square meters, which can be used as a summer pavilion. The house has private water supply. Price can be discussed with actual BuyerTranslated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Partial Furniture,1 spot,,Stove,https://list.am/en/item/18695249,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,190 sq.m.,2,5,1,Partial Renovation,135 sq.m.,"Ռուսթավելի փողոցի 2-րդ նրբանցք 13, Գյումրի","$70,000",USD,"A two-story private house is for sale in the historical and cultural center of the city. It is equipped with all necessary communications. The house has a large basement with an open balcony, wooden barred windows, interior doors are made of wood. It has 2 entrances, iron doors and a small yard for summer recreation.A kindergarten, a school and many shops are nearby. The place is calm and quiet, it is suitable for both a large family to live and a guest house.Call after 15:00, I am the owner.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,By agreement,Not available,,,https://list.am/en/item/18577723,House is Finished,,
House,Stone,320 sq.m.,2,5,2,Euro Renovation,180 sq.m.,"Սուրեն Մատնիշյան փողոց, Գյումրի","$120,000",USD,"Urgent...Private house for sale very close to the center, two floors, basement, attic, garage, yard.Address: S. Matnishyan 321-321 / 1.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,By agreement,1 spot,,,https://list.am/en/item/13042643,House is Finished,,
House,Stone,420 sq.m.,1,5,2,Partial Renovation,220 sq.m.,Shirak › Gyumri,"$58,000",USD,"Own house for sale in the central part of Gyumri. The total area is 420 square meters, the structure is 200 square meters, the house is one floor, 5 rooms, kitchen, bathroom, basement, garage 4•6 m, windows are euro, roof repaired, stone walls (90 cm), in the garden there are fruit trees, a cellar that can serve as a wine cellar, an attached garage of 4•7 m, water, gas, three-phase electricity.The area can serve as a HOTEL.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Available,3 or more spots,,,https://list.am/en/item/18107550,House is Finished,,
House,Stone,240 sq.m.,1,2,1,Partial Renovation,1600 sq.m.,Shirak › Gusanagyugh,"$20,000",USD,"Дом в хорошем состоянии 2 комнаты отремантировы для жилья, газ, вода, Электричество в доме есть, есть гараж коровник свинарник курятник и складские помещения, все в хорошоем состояние, готово для бизнеса. Можно звонить на ватсап, вайбер, и на обычный телефон",Dec-12-2022_21-19,,,,,,,,,,,,,,,https://list.am/en/item/18214463,,,
House,Stone,103 sq.m.,1,4,1,Partial Renovation,440 sq.m.,"Улица Жданова 9, Гюмри","$29,000",USD,По вопросом звонить по номеру,Dec-12-2022_21-19,,,,,,,,,,,By agreement,2 spots,,,https://list.am/en/item/18448867,House is Unfinished,,
House,Stone,127 sq.m.,1,4,1,Major Renovation,900 sq.m.,Shirak › Artik,"$30,000",USD,Urgent sale in PemzaschenTranslated from Armenian,Dec-12-2022_21-19,,,,,,,,,,,By agreement,2 spots,,"Fridge, stove, washing machine",https://list.am/en/item/15671427,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,62 sq.m.,1,3,1,Partial Renovation,90 sq.m.,"Սունդուկյան փողոց 233, Գյումրի","$35,000",USD,Срочная продажа! По всем вопросам звоните на whatsapp,Dec-12-2022_21-19,,,,,,,,,,,Not available,Not available,,,https://list.am/en/item/18622914,,"Electricity, water supply, natural gas, sewerage",
House,Stone,80 sq.m.,1,4,1,No Renovation,40 sq.m.,"Մայակովսկի փողոց 102, Գյումրի","$22,000",USD,"The house is located in the center of Gyumri, in Lich district. Has a garage, storage room, very close to the main road. Needs renovation.The house is privatized.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,By agreement,Not available,,,https://list.am/en/item/16642025,House is Finished,,
House,Stone,263 sq.m.,1,4,1,No Renovation,6000 sq.m.,Shirak › Artik,"€6,500",EUR,"Срочно продам недостроенный дом, по всем вопросам обращайтесь Тамара",Dec-12-2022_21-19,,,,,,,,,,,Not available,Not available,,,https://list.am/en/item/18569648,House is Under Construction,,
House,Stone,110 sq.m.,1,4,1,Old Renovation,12 sq.m.,Shirak › Panik,"$55,000",USD,Все вопросы по тел.,Dec-12-2022_21-19,,,,,,,,,,,,,,,https://list.am/en/item/18212551,,,
House,Stone,118 sq.m.,1,6,1,No Renovation,2350 sq.m.,"Yerevan Highway, Gyumri","$55,000",USD,Urgent Half-built private house for saleThe area of the land is 2350 square metersThe area of the house is 118 square metersYard with fruit treesThe area is multifunctionalTranslated from Armenian,Dec-12-2022_21-19,,,,,,,,,,,Not available,2 spots,,,https://list.am/en/item/17855943,House is Unfinished,,
House,Stone,125 sq.m.,1,5,1,Partial Renovation,,"Ghandilyan street, Gyumri","30,000,000 ֏",AMD,Private large house for sale. There are two garages. There is also a two-room house and a wooden pavilion in the yard.Translated from Armenian,Dec-12-2022_21-19,,,,,,,,,,,,,,,https://list.am/en/item/18122907,,,
House,Stone,600 sq.m.,2,5,1,Partial Renovation,400 sq.m.,Shirak › Artik,"18,499,000 ֏",AMD,"Two-story stone house in Artik, 600 sq. M. , A two-story stone house built to a very high standard. It has a basement of 44 square meters, a garage.1st floor: Large bedroom, which can be used as a study, living room, kitchen, bathroom.2nd floor: 4 large bedrooms, foyer.The roof is used as a warehouse.It needs repair. Sewerage is available.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,,,,,https://list.am/en/item/18246381,,,
House,Stone,226 sq.m.,2,5,2,Partial Renovation,250 sq.m.,"Մսի կոմբինատ 4-րդ շարք, Գյումրի","$26,000",USD,"A 2-storey, 5-room detached house is for sale. Gyumri Meat Factory 4th row. The newly built mansion needs cosmetic repairs. The entrance door is iron, the windows are euro and wooden, the floor is concrete. The bathroom - combined and separate, tiled, e. Wires changed. It has free land (145 square meters), fence, basement, garage (19 square meters), permanent water and gas.Translated from Armenian",Dec-12-2022_21-19,,,,,,,,,,,Not available,1 spot,,Fridge,https://list.am/en/item/18627526,House is Finished,"Electricity, water supply, natural gas, sewerage",Barbecue oven
