Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Parking,Links,Construction Type
Multifunctional Space,500 sq.m.,Kotayk › Charentsavan,"65,000,000 ֏",AMD,"Multipurpose space for sale or rentThe area is located next to the machine-building factory, at the entrance to the cityThree-phase currentWith. The area is 500 sq/mThere are 2 buildings, yur. 130 sq/mRoof cushion. 4.8-6 mTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/18546914,Cassette
Building,6400 sq.m.,"3-րդ փողոց 3-րդ փակուղի 11, Գետամեջ համայնք","$210,000",USD,"Շինություն 10X10Պտղատու այգիԳազի, ջիր, հոսանքի հնարավորությունԱսվալտապատ ճանապարհ",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/11133428,Stone
Retail Space,50 sq.m.,"Երեվանյան փողոց 24, Շահումյան","$25,000",USD,"Commercial space for sale in Abovyan cityFirst linearea 50 square metersIn the case of a real offer, price bargaining is also possibleTranslated from Armenian",Dec-12-2022_20-24,Not available,Available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/18558855,Stone
Industrial and Manufacturing,1000 sq.m.,Kotayk › Tsakhkadzor,"$795,000",USD,"A multifunctional commercial area is for sale in one of the most picturesque places in Armenia, Tsakhkadzor. It is located on the edge of the main crossroads entering the city, on the front line.The total area of the land is 1000 square meters (it has the possibility of expansion 220 square meters)Front part - 30 m ․The total area of the building is 560 square metersThe front part of the building is tiled, high quality stained glass windows with aluminum frames are installed. The building is illuminated by brand lamps.All the main construction works are done, the bathrooms are tiled with high quality tiles, doors.During the construction all the construction norms and rules were observed, all the infrastructures are individual, permanent water, sewerage, there is an individual substation. Three-phase electricity is provided. Heating and cooling are carried out by means of fan-chiller devices.A security system is installed, video recording cameras are installed, there are fire-sensing systems.There is about 400 sq / m parking lot.• Kind Regards #AsatryanConsulting team:The best for you!Best for you!Luchshee for you!Lo mejor para ti!The best for you!最 适合 您Code 17970915Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17970915,Monolith
Industrial and Manufacturing,900 sq.m.,Kotayk › Garni,"$160,000",USD,"3500 sq. M. Production area with garden, 900 sq. M., 7 km away from Dzorakhpyur, with buildings, of which 500 sq. M., residential, for sale or exchange.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/16693154,Stone
Multifunctional Space,22 sq.m.,"Yerevanyan 3, Yeghvard","10,000,000 ֏",AMD,"A plot of land is for sale in Eghvardi Square, next to the dentist's office.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18226053,Stone
Industrial and Manufacturing,360 sq.m.,Kotayk › Hrazdan,"30,000,000 ֏",AMD,"Վաճառում եմ արտադրական տարածք 360մ/քՉաբսերը 12*30 առանց միջնասյուներիԲարձրությունը 4,5մ էՇատ հարմար է թեթեվ արդյունաբերությսն, մեխանիկական եվ այյ ծառայությունների համար։Հնարվոր է նաեվ փախանակում",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/14001606,Stone
Everything Else,60 sq.m.,Kotayk › Abovian,"$19,900",USD,The area is suitable for starting various businesses.Translated from Armenian,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18217981,Monolith
Warehouse,3895 sq.m.,Kotayk › Nor Hachen,"$100,000",USD,Located in Nor Hachn4 iron and 1 stone warehouseTranslated from Armenian,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18461306,Stone
Office Space,80 sq.m.,"Kentron block 35, Hrazdan","$41,000",USD,"The area is provided with a modern security system, cameras and phone software. It has a heating system, entrance from both sides, basement.It has the possibility to increase.Can also be used as an apartment.Price $41000 (USD)Translated from Armenian",Dec-12-2022_20-24,Not available,Available,Second Line,Separate from the Courtyard,,,,,Outdoor parking,https://list.am/en/item/12356525,Panels
Restaurant,5000 sq.m.,Kotayk › Garni,"$400,000",USD,"The restaurant is located 200 meters away from Garni Geghard central highway, right at the top of Garni gorge. The free river flows from there, it is a wonderful view. There are bissets hanging from the rock, kitchen, 2 bathrooms (tiled, euro doors, windows) Closed compartments (semi-appliances), tonir, sieve, basins (where you can keep fish)Permanent, water, light, gas, irrigation water.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Second Line,Common from the Street,,,,,,https://list.am/en/item/16603948,Stone
Multifunctional Space,200 sq.m.,Kotayk › Hrazdan,"$60,000",USD,"Urgent sale of a commercial space (restaurant) on Shahumyan street in Hrazdan city, next to the former old market, the space is provided with all communications (gas, water, electricity, sewage), call for detailsTranslated from Armenian",Dec-12-2022_20-24,Partial Furniture,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16511558,Stone
Hotel,800 sq.m.,"Isahakyan street, Ծաղկաձոր","$550,000",USD,"The hotel is very well maintainedNo. 14Boiler room, dining room, game room, swimming pool, sauna.Translated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/16968297,Stone
Industrial and Manufacturing,3650 sq.m.,Kotayk › Abovian,"$150,000",USD,"Հողատարածքը գտնվում է Երևանից 12 կմ հեռավորության վրա։ Հողի ընդհանուր մակերեսը 3650ք. Մ, որից 1600ք. Մ արտադրական պարսպապատ, շենքի մակերեսը 550 ք. Մ պլյուս 150։ Հողատարածքում գտնվում է 450 խնձորի ծառ 3 տարեկան։Եռաֆազ ` Հոսանք, ջուր, կոյուղի ։ Հողատարածքը գտնվում է առաջին գիծ ` Մայրուղու վրա։ Նախագծով կառուցվել է որպես սառնարան և արտադրամաս։ԳԻՆԸ ՊԱՅՄԱՆԱԳՐԱՅԻՆ։ (ՍԵՓԱԿԱՆԱՏԻՐՈՋԻՑ)ՇՏԱՊ ՎԱՃԱՌՔProduction area 12 km from Yerevan 3650 sq. M. , of which 1600 sq. M. Is fenced, 700 sq. M. Building. There are 450 3-year-old apple trees in the area. It is provided with three-phase electricity, water and sewerage. Designed as a refrigeration area. Located on the highway. Price is negotiableفروش فوری. کارخانهارمنستان. ابویاننوساز. زیرقیمت. بااب. و. برق زیرقیمتکل. زمین 3650مترکه 1600 متر ان کارخانه ساخته شده سالن 750متر450 متر حیاط درخت سیب 3 سالهدیوار کشی شده برجاده",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/17248898,Stone
Industrial and Manufacturing,3650 sq.m.,"Erkatughayinneri street, Nor Geghi","$150,000",USD,"The land is located 12 km from Yerevan. The total area of the land is 3650 square meters. M, of which 1600 sq. M production fenced, the area of the building is 550 sq. M. M plus 150. There are 450 3-year-old apple trees on the land. Three-phase: Electricity, water, sewage. The land is located on the first line, on the highway. The project was built as a refrigerator and workshop. PRICE NEGOTIABLE. (FROM THE OWNER)URGENT SALE!Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18473671,Stone
Multifunctional Space,30 sq.m.,Kotayk › Hrazdan,"4,500,000 ֏",AMD,A former hairdressing area is for sale in Hrazdan's Micro DistrictFor more information callTranslated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/18591051,Stone
Everything Else,30 sq.m.,Kotayk › Hrazdan,"$1,700",USD,Domik is in good conditionKrish is newly changedTranslated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/16513299,Wooden
Agricultural Space,4330 sq.m.,"1-ին փողոց, Կամարիս","$45,000",USD,"Cattle barn with its area for sale, agricultural area 4330 square metersTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17362693,Stone
Hotel,400 sq.m.,Kotayk › Aghveran,"$250,000",USD,"A guest house is for sale in Aghveran, the building is 400 square meters, the total land is 5000 square meters, it has 5 separate rooms, a kitchen, it is renovated, it has a swimming pool, a well-maintained yard, etc. , for details, call.Translated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/18064361,Stone
Functioning Business,107 sq.m.,Kotayk › Abovian,"$160,000",USD,"Operating business in the center of Abovyan city with an area of 107 square meters107 sq. M. Commercial area in the center of Abovyan is for saleThe building is divided into 3 sections, each of which is fully renovatedThe floor of the general building is heatedNow all three areas are leased, which can be left after purchaseCode 0100245Translated from Armenian",Dec-12-2022_20-24,By agreement,Not available,Other,Common from the Street,,,,,,https://list.am/en/item/17798363,Monolith
Retail Space,55 sq.m.,Kotayk › Abovian,"$80,000",USD,"Abovyan, Avagyan streetExisting production space for sale in Abovyan city, 1 line, 55 sq/m.Code 0900110Translated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Common from the Courtyard,,,,,,https://list.am/en/item/18248929,Stone
Functioning Business,162 sq.m.,Kotayk › Abovian,"$150,000",USD,"Abovyan, Republic StreetAn existing business is for sale in the center of Abovyan, at the back of the park.There is water, gas, electricity.Code 0500211Translated from Armenian",Dec-12-2022_20-24,Available,Available,Other,Common from the Street,,,,,,https://list.am/en/item/18092117,Panels
Retail Space,162 sq.m.,Kotayk › Abovian,"$100,000",USD,"Gas, electricity, water drawn, operating market, negotiable, possible exchange with an apartment, only in Yerevan, with additional payment from you.Code 1100229Translated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18113032,Stone
Functioning Business,220 sq.m.,"Qochinyan street, Yerevan","$380,000",USD,"Existing business, production, commercial area for sale,First line of Kochinyan street in Jrvezh, pastry and sweets shoptwo-storey workshop, water, three-phase electricity, gas.It is possible to exchange with the apartment or land by yourselfFor an additional fee. For more information call:Translated from Armenian",Dec-12-2022_20-24,By agreement,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17869372,Monolith
