Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,210 sq.m.,1,5,1,Designer Renovation,1700 sq.m.,"Բազմաղբյուրի ձոր ճանապարհ 4, Փարպի","$144,000",USD,"For urgent sale, a newly built one-story brick house, together with the plot of land. Installed euro door and windows, tiled bathroom, laminate floor. Central Italian heating system, permanent water, sewage, has a basement of 44 square meters. There is a well-kept orchard, 1700 square meters. Maybe 3000q, the duration of the road to the center of Yerevan is 15-25 minutes by car. Suitable for manufacturing, hospitality business and other commercial purposes. Currently leased. Call for details.Translated from Armenian",Nov-25-2022_00-26,By agreement,3 or more spots,"FIreplace, barbecue oven, gazebo, alarm system","AIr conditioner, fridge, stove, dishwasher, washing machine","ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/17203329,,,,,,
House,Stone,2100 sq.m.,2,6,2,Major Renovation,251 sq.m.,Aragatsotn › Parpi,"$65,000",USD,"2-storey private house is for sale near the center of Papi village, Aragatsotn region, 20 minutes from Yerevan. 2nd floor - 4 rooms, kitchen, 2 bathrooms, euro windows, cameras are installed. 1 floor is not renovated. The area of the house is 250.8 square meters, the total land area is 1200 square meters. There are 2 auxiliary structures in the area: Tonratun - 21.4 square meters, livestock building - 24 square meters. The area has fruit trees and vines. For details, call the mentioned phone number.Code VM677Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/16816042,,,,,,
House,Monolith,600 sq.m.,2,5,3+,Designer Renovation,,Aragatsotn › Mughni,"$385,000",USD,"Կոդ՝ K-17740Վաճառվում է 2 հարկանի 5 սենյականոց առանձնատուն Մուղնիում։ Առանձնատունը նորաոճ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սանհանգույցը (3) ՝ համակցված, նորաոճ սալիկապատ։ Ունի կախովի պատշգամբ, նկուղ, ամառային խոհանոց, բուխարի, բարեկարգ բակ՝ պտղատու և դեկորատիվ ծառերով, ջերմոց, օդորակիչներ, ջեռուցման համակարգ (տաք հատակ), մշտական ջուր և գազ։ Տեսարանը՝ դեպի բակ։ Բնակելի տան մակերեսը՝ 360քմ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 2-storey house for sale in Mughni. The rooms' quantity is 5 (1 hall and 4 bedrooms) The house is modern renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, the bathrooms (3) is combined, modern tiled. The house has a balcony, cellar, summer kitchen, fireplace, landscaped yard with fruitful and decorative trees, greenhouse, air-conditioners, heating system (heated floor) and is supplied with constant water and gas. The view is towards the yard. Building area is 360sq/m.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-26,,,,,,https://list.am/en/item/14377038,,,,,,
House,Stone,430 sq.m.,2,6,1,No Renovation,,Aragatsotn › Ashtarak,"$135,000",USD,"Կոդ՝ K-8134Վաճառվում է 2 հարկանի առանձնատուն Զորավար Անդրանիկ փողոցում (Վիվասելի գրասենյակի հարևանությամբ) ։ Առանձնատունը զրոյական վիճակում է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ փայտյա, էլ․լարերը՝ փոխված։ Ունի ազատ հող (650քմ), բարեկարգ բակ, այգի՝ պտղատու ծառերով, լողավազան, ավտոտնակ (25քմ), նկուղ (111քմ), մշտական ջուր։ Տեսարանը՝ դեպի բակ։ Ընդհանուր մակերեսը՝ 850քմ։Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Zoravar Andranik Street (near Vivacell office) The house is in zero condition and is stationed on the first line. The entrance door is iron-made, the windows are wooden. The electric wires are changed. The house has a plot (650sqm), garden, swimming pool, garage (25sqm), cellar (111sqm), constant water. The view is towards the yard.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-26,,,,,,https://list.am/en/item/15410738,,,,,,
House,Stone,300 sq.m.,3,8+,2,Major Renovation,2000 sq.m.,Aragatsotn › Ashtarak,"$260,000",USD,"A private house for sale in Aragatsotn marz, Ohanavan - Ushi village (20 km from Yerevan), 100 m from the main road. The land area is 2000 square meters, the house area is 300 square meters. The land is fenced, the area is well-maintained, paved, there is an orchard with about 90 productive trees. The residential house has three floors, the first semi-basement floor is intended as a game room and a garage for 3 cars, on the second and third floors there is a hall, kitchen, living room, 5 bedrooms and 2 bathrooms. The house is completely renovated, gasified, constant drinking and irrigation water, individual heating system is installed. In the yard there is also a 50 square meter summer kitchen with a grill, a toaster, and a bathroom. The windows of the mansion offer a beautiful view of Ararat, Aragats and Ara mountains.House for sale in Ushi village, Aragatsotn region. The land covers 2000 square meters. The land is fenced, the territory is well-groomed, there is a fruit garden with 80 fruit trees. The living house is three-storey, the first half basement is designed as a living room and garage for 3 cars, on the second and third floors there is a lobby, kitchen, living room, 5 bedrooms and 2 bathrooms. The house is completely repaired, natural gas is provided, individual heating system is installed.Mansion, Ashtarak, Aragatsotn, Ushi, Summer house, Ohanavan, Land.Translated from Armenian",Nov-25-2022_00-26,,3 or more spots,,,,https://list.am/en/item/17843292,,,,,,
Country House,Stone,110 sq.m.,2,4,2,Partial Renovation,3300 sq.m.,Aragatsotn › Ushi,"$95,000",USD,"The summer house has all the necessary conditions for complete rest: A large parking space for 10 cars, a pantry, a large chat room, a large balcony with views of the Ararat monastery, a village monastery, internet, a garden with alleys. Pear, plum, apricot, cherry, spinach, walnuts, hazelnuts, almonds, quince, plum, hornbeam, nectarine, figs, grapes, each in dozens, from berries: Currants, blackberries, raspberries, decorative figs, roses, marigolds etc:The house is fully furnished and equipped, the roof is made of clay tiles, the cables are new, the windows are metal-plastic. Needs partial cosmetic repairs.Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/16641308,,,,,,
Country House,Stone,106 sq.m.,2,2,1,No Renovation,500 sq.m.,Aragatsotn › Tegher,"3,000,000 ֏",AMD,Without interior decoration.The roof and the bathroom was missing.On the balcony.It must be completely renovated.There are cherry trees and 2 walnut trees in the ground.Translated from Armenian,Nov-25-2022_00-26,Not available,Not available,,,,https://list.am/en/item/17904540,,,,,,
House,Stone,243 sq.m.,2,7,3+,Designer Renovation,1009 sq.m.,"3-րդ փողոց 4, 2-րդ փակուղի","$250,000",USD,"2-storey beautiful newly built private house is for sale in Karbi, only 28 km away from Yerevan. The private house is capitally renovated, facing from the outside, which gives the private house a beautiful look.The building area of a residential house is 243 square metersAuxiliary buildings: 167 sq. M.Fence 23.1 sq. M.Ceiling height: 3.00 mThe area of the land is 1009 square metersIt consists of 7 rooms.1 living room (1 fireplace)1 kitchen5 bedrooms (one of which with its wardrobe)1 working week2 lobbies2 bathrooms1 boiler house1 indoor pool for 12 months.1 Basement (30 sq. M.) which can serve as a cellar.There are 2 outdoor pavilions, one of which has a barbecue.It has a well-maintained yard, there are many fruit trees that are watered automatically.There is also a security system, the gate is remote controlled.1 parking lot for 3 cars.Code 15078713Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/15078713,,,,,,
House,Stone,680 sq.m.,1,4,2,Designer Renovation,570 sq.m.,"Ճանապարհորդ Լինչի փողոց 36Ա, Աշտարակ","$90,000",USD,"Newly built house for sale on Lynch str. , near the Van restaurant complex. Residential area 115 sq. M., very quiet neighborhood. The apartment has 2 bathrooms, constant gas and water, it faces the sun, fruit trees are grown in the garden.Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/18084727,,,,,,
House,Stone,250 sq.m.,2,4,1,Major Renovation,2113 sq.m.,Aragatsotn › Parpi,"$70,000",USD,"A two-storey private house is for sale. The house has 1 large living room, 3 bedrooms. It is fully repaired, gasified, water is available 24 hours a day. The house is fenced, cameras are installed in the yard. It has an orchard, a barn, a tonratun, a small chapel.Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/17242004,,,,,,
House,Stone,1700 sq.m.,1,5,1,Old Renovation,1500 sq.m.,Aragatsotn › Ujan,"$39,000",USD,"Home in Udzane:House in UjanWater, electricity are passed, it is possible to pass gas.The summer house also has a basement, a swimming pool, a barbecue, a pavilion.For sale together with furniture and equipment.Translated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/16694961,,,,,,
House,Stone,250 sq.m.,2,8+,2,Designer Renovation,3500 sq.m.,Aragatsotn › Agarak,"$350,000",USD,"Two-storey private house, 2nd floor, attic, capitally renovatedTranslated from Armenian",Nov-25-2022_00-26,,,,,,https://list.am/en/item/17580443,,,,,,
House,Stone,298 sq.m.,2,5,1,Partial Renovation,,"1st Street, Bazmaghbyur","15,100,000 ֏",AMD,"Համայնք Բազմաղբյուր, 1-ին փողոց, 28 բնակելի տունԲնակելի տուն 298.6 քմ ընդհանուր մակերեսով: Ունի հողամաս` 1140 քմ ընդհանուր մակերեսով:",Nov-25-2022_00-26,,,,,,https://list.am/en/item/15603141,,,,,,
House,Stone,1000 sq.m.,2,3,3+,Cosmetic Renovation,,"Գարեգին Նժդեհի փողոց 5, Աշտարակ","$29,000",USD,"Վաճառվում է կիսակառույց շինությամբ հողաատարածք, 1000ք/մ, Արագածոտնի մարզի Ուշի գյուղում:Հողատարածքն ունի երկհարկանի կիսակառույց շինություն, որի առաջին հարկը կարելի է օգտագործել որպես մառան, երկրորդ հարկը ունի երեք մեծ սենյակներ:Հողատարածքն ունի բալի, կեռասի, խնձորի, ծիրանի, ընկույզի պտղատու ծառեր:Տարածքի հարևանությամբ անցնում է բնական գազը, էլ. Էներգիան, խմելու ջուրը:Գինը սակարկելի",Nov-25-2022_00-26,,,,,,https://list.am/en/item/11233030,,,,,,
House,Stone,1735 sq.m.,1,3,1,Major Renovation,98 sq.m.,Aragatsotn › Ujan,"$25,000",USD,"Կոդ՝K-19529Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Ուջան գյուղում։ Առանձնատունը պետական վիճակում է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ փայտյա։ Սանհանգույցը՝ համակցված, նախկին սալիկապատ։ Ունի մշտական ջուր։ Հողի ճակատի երկարությունը՝ 9մ։ Տան ճակատի երկարությունը՝ 8մ։ Ազատ հողի մակերեսը՝ 1600քմ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house house for sale in Ujan village. The rooms' quantity is 3. The house is in the state condition. The entrance door is made of iron, the windows are wooden. The bathroom is combined and former tiled. The house is supplied with constant water. The length of the forehead of the land is 9m. The length of the forehead of the house is 8m. The free land is 1600sq. MThe commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-26,,,,,,https://list.am/en/item/11706507,,,,,,
