Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
Townhouse,Stone,35 sq.m.,1,1,1,Available,Not available,Euro Renovation,"Վահան Տերյանի փողոց, Գյումրի","12,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ Օրավարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխությունIn the city center near the house-museum of S. D. Merkurov, a new-fangled apartment is rented by the dayThe apartment has all the necessary equipment, furniture, heating and refreshment systemsDepending on the number of days and guests, the price can be changedВ центре города рядом дом-музей С. Д. Меркурова посуточно сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освеженияВ зависимости от количества дней и гостей, цена может быть изменен",Dec-12-2022_21-50,,,,,https://list.am/en/item/17580239,,2,Yes,No,Included,By Agreement
House,Stone,60 sq.m.,1,2,1,Available,Not available,Partial Renovation,"Ghorghanayn Street, Gyumri","70,000 ֏ monthly",AMD,"A 2-room house for sale in the city center, with communal facilities, with a large yard.Translated from Armenian",Dec-12-2022_21-50,70 sq.m.,,,,https://list.am/en/item/18572942,,3,Yes,No,Not included,2 months
House,Stone,90 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,Shirak › Gyumri,"150,000 ֏ monthly",AMD,"Сдаётся частный дом в г. Гюмри улица Гарегина А со всеми коммунальными удобствами с двором, косметический ремонт.Природный газ, постоянная горячая и холодная вода. Отопление газовой плитой, свещами.",Dec-12-2022_21-50,150 sq.m.,,,,https://list.am/en/item/18575435,,4,Yes,No,Not included,2 months
House,Stone,35 sq.m.,1,1,1,,,Major Renovation,"Մազմանյան փողոց 228, Գյումրի","12,000 ֏ daily",AMD,"House for daily rent in Gyumri: (12,000 AMD), one room, completely newly renovated, with all utilities. Teryan-Mazmanyan intersection.Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/18224447,,,,,,
House,Monolith,400 sq.m.,2,4,2,,,Euro Renovation,Shirak › Gyumri,"60,000 ֏ daily",AMD,Հյուրատուն Գյումրի guesthouse гостевой дом Гюмри гостиница Гюмри Hotel Gyumri 8 եւ ավել անձանց համարTranslated from Armenian,Dec-12-2022_21-50,,,,,https://list.am/en/item/18006366,,,,,,
House,Stone,106 sq.m.,1,4,1,Available,Not available,Euro Renovation,"Шоссе Хримян Айрика 1/2, Гюмри","150,000 ֏ monthly",AMD,"Сдаётся в аренду дом в городе Гюмри по адресу Хримяна Айрика 2 тупик 10 д. , 1 кв. На длительный срок. В доме есть все для проживания. 3 спальни, зал, кухня-гостиная, 1 с/у, ванна (отдельный душ и санузел) Встроенная техника (холодильник, стиральная машина, газовая плита с духовкой, телевизор) Паровое отопление, очень тёплый дом.По поводу стоимости можно торговатьсяViber/WhatsApp",Dec-12-2022_21-50,,,,,https://list.am/en/item/18477379,,8+,Yes,No,Not included,1 month
House,Stone,141 sq.m.,1,5,3+,Available,Not available,Designer Renovation,"Սպանդարյան փողոց 101, Գյումրի","800,000 ֏ monthly",AMD,"Renovated designer style detached house. 2 bathrooms, jacuzzi, separate bath. 3 bedrooms. Also has a large basement. Heated floor and roof.Translated from Armenian",Dec-12-2022_21-50,60 sq.m.,,,,https://list.am/en/item/18175180,,6,Yes,No,Not included,2 months
Country House,Stone,64 sq.m.,1,3,1,Available,1 spot,Designer Renovation,"2-й квартал Аэропорта 76, Гюмри","30,000 ֏ daily",AMD,"1-storey house for daily rent, monthly rent in Gyumri. The guest house is located in Shirak marz. There is a furnished kitchen, a rest room, a bathroom, WI FI. It is provided from 10:00 to 22:00, without overnight stay. The price for overnight stays varies, depending on the days and the number of guests. A monthly fee is also possible.#Гюмри#квартира#сдается#посуточно#hotel#Translated from Armenian",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/18152211,,5,Yes,Yes,Included,By Agreement
House,Stone,100 sq.m.,2,3,1,Available,Not available,Cosmetic Renovation,"Ղանդիլյան փողոցի 3-րդ նրբանցք 11, Գյումրի","27,000 ֏ daily",AMD,"The house is located near the station, has a heating system, has a yard and a parking space. More than 4 people are also possible. You can also contact Artur via WhatsApp.Translated from Armenian",Dec-12-2022_21-50,50 sq.m.,,,,https://list.am/en/item/18479685,,4,Yes,No,Included,By Agreement
House,Stone,55 sq.m.,1,2,2,,,Designer Renovation,Shirak › Gyumri,"14,000 ֏ daily",AMD,"Сдается по суточно, двух комнатная квартира с удобствами, с необходимой мебелью и техникой, оптимальное местоположение, транспортная доступность, к центру Гюмри, также возможна сдача в аренду на короткие сроки, более подробно пишите и звоните.Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/17093001,,4,Yes,No,Included,By Agreement
House,Stone,100 sq.m.,2,3,2,Available,Not available,Major Renovation,"Ստեփան Շահումյանի փողոց 117, Գյումրի","7,000 ֏ daily",AMD,"The cost of 1 person is 7000 AMD.The cost of 2 persons is 12,000 AMD.The price for 3 persons is 15,000 AMD.The guest house will cost 35,000 AMD for 1 day for 7 people.Balun guest house is located in the city center at address: Near Varpetats 117 square. There are churches, museums, grocery stores, pharmacies, currency exchange, entertainment places, cafes, restaurants, parks, avenues, and other attractions in the area.*permanent hot / cold water*Heating System* washing machine* gas stove*refrigerator*dishes* Wi-Fi*television*hair dryer*ironTowels, slippers, bathrobes, toothbrush and toothpaste, body gel soap and shampoo, coffee and tea free of charge.Check-in at 12:00 or at any time (by prior agreement)Check-out 12:00 or until 15:00 (by prior agreement)Translated from Armenian",Dec-12-2022_21-50,100 sq.m.,,,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/14645216,"Television, internet",7,Yes,Yes,Included,By Agreement
House,Stone,80 sq.m.,1,3,1,Available,Not available,Cosmetic Renovation,"Vazgen Sargsyan street 228/091, Gyumri","120,000 ֏ monthly",AMD,Տրվում է վարձով սեփական տուն Վազգեն Սարգսյան ԴՈՄՈՒՍԻ դիմաց։ փողոցից 100 մետր հեռու ։ տաք ու սառը ջուր։ գազի վառարան։ լրիվ կահավորված։ մնացածը զանգով։ ԶԱՆԳԵՆ ՄԻԱՅՆ ԱԴԵԿՎԱՏ ՄԱՐԴԻՔ։ առանց կանխավճար 2 ամսվա (առաջի եւ վերջի) Չզանգել։Сдается собственный дом напротив ДОМУСА Вазгена Саргсяна. 100 метров от ул. Горячая и холодная вода. Газовый обогреватель. Полностью меблирована. Остальное по звонку. ЗВОНИТЬ ТОЛЬКО АДЕКВАТНЫЕ ЛЮДИ. Без предоплаты за 2 месяца (первый и последний) Не звонить.,Dec-12-2022_21-50,200 sq.m.,,,"Fridge, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18683398,"Television, internet, air conditioner, barbecue oven",4,Yes,Negotiable,Not included,1 month
House,Stone,85 sq.m.,1,3,1,Available,Not available,Major Renovation,"Улица Руставели, Гюмри","230,000 ֏ monthly",AMD,"Վարձակալության է տրվում 3 սենյականոց քարե տուն Գյումրիում (Ռուսթավելի փողոց) կահավորանքի հետ միասին:Տունը ապահովված է կոմունալ բոլոր հարմարություններով (ջեռուցում, ջուր, Էլեկտրաէներգիա) :Առկա է երկու ննջասենյակ, հյուրասենյակ, խոհանոց և լոգասենյակ, ու փոքրիկ բակ:Տանը առկա է հեռուստացույց, լվացքի մեքենա, սառնարան և ինտերնետ (WIFI) :Այլ մանրամասների համար զանգահարել: Сдается в аренду трехкомнатный каменный дом с мебелью в городе Гюмри (улица Руставели)Дом оснащен всеми коммунальными услугами (отопление, вода, электричество)Есть две спальни, гостиная, кухня и ванная комната, и собственный двор.Телевизор, стиральная машина, холодильник и интернет (WIFI)Позвоните для получения более подробной информации.Կոդ VS765р",Dec-12-2022_21-50,70 sq.m.,,,"Fridge, washing machine, iron, hair dryer",https://list.am/en/item/18147006,"Television, internet, air conditioner",5,Yes,Negotiable,Not included,2 months
