Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,213 sq.m.,2,4,1,Not available,1 spot,Old Renovation,445 sq.m.,,,,,,"St. Harutyun street, Parakar","$75,000",USD,"Urgent sale of a two-story private house in Parakar village, near the main street.On the first floor of the house there is a garage, several storage rooms.On the second floor: Spacious living room, three bedrooms, hall, kitchen, bathroom and open terrace.At the back of the house is a plot of land with fruit trees and a flower garden.The house is provided with permanent water, gas is located right next to the house.The house is old renovated and is in good condition.For details, call the indicated numbers.CODE 317Code Code 317Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18073063,House is Finished,,
House,Stone,110 sq.m.,2,4,1,By agreement,2 spots,Major Renovation,360 sq.m.,,,,,,Armavir › Tairov,"$115,000",USD,"A newly built private house is urgently for sale in Tairov, in a newly built neighborhood.The house is built of two layers of stone, it is completely fenced, the gate is installed.There is a yard in front of the house, a parking lot, and a plot in the back.The windows and interior doors are of European manufacture, the entrance door is iron, the bathroom is tile-metlakh, the kitchen and corridor floors are tiled, the living room and bedroom floors are quality laminate, the heating system boiler and heaters are installed, but the gasification will be in 2 months. The roof is a mansard that can be used as a residence.The house has been fully renovated and is in perfect condition.If desired, it can also be sold fully furnished and equipped, $125,000For details, call the indicated numbers.CODE 323Code Code 323Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18161384,House is Finished,,
House,Stone,110 sq.m.,1,4,1,By agreement,3 or more spots,Major Renovation,400 sq.m.,,,,,,Armavir › Musaler,"$98,000",USD,"Private house for sale in the center of the couple. The house is completely fenced, the gate is installed. The entrance door is metallic, the windows and interior doors are of European production, the bathroom is tiled, the electric wires and water pipes are changed, it has an individual heating system. The house is tiled. In the yard there is a swimming pool, a pavilion, a garage for several cars. The yard is completely renovated. There is a spacious basement under the house.There are a school, a kindergarten, various shops nearby, it is close to the bus stop.The house is fully renovated and is in perfect condition.Call the listed phone numbers for details.CODE 40:Code Code 40Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17749110,House is Finished,,
House,Stone,110 sq.m.,1,4,1,Not available,2 spots,Partial Renovation,830 sq.m.,,,,,,Armavir › Aygek,"45,000,000 ֏",AMD,"A newly built private house is urgently for sale in the village of Aygek, in a newly built district, 10 km from Yerevan.The house is built with two layers of stone, it is about 1.5 meters above the ground, there is a parking space in the yard, the electric wires and water pipes are installed, the windows and interior doors are of European manufacture, the bathroom renovation is not finished, it has a basement; The frontal parameters of the house are 17x11 meters.Along with the house, a 1500m village plot is also for sale, which is included in the mentioned price.The house needs cosmetic repairs.For details, call the indicated numbers.CODE 321Code Code 321Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18128919,House is Finished,,
House,Stone,129 sq.m.,1,4,1,Available,2 spots,Major Renovation,430 sq.m.,,,,,,Armavir › Tairov,"$90,000",USD,"Urgently for sale 1-storey private house in Tairov (at the request of the Giant)The living area of the house is 129 square meters. M, the area of the land is 300 square meters. The windows and doors are of European production, there are bars, it has individual heating system, the bathroom is tiled, the electric wires and water pipes are of high quality.The house has fruit trees, a fireplace, a garage, a parking lot, an open-air pavilion.The house is euro-renovated, fenced.Call the listed phone numbers for details.CODE 251:Code Code 251Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17572852,House is Finished,,
House,Stone,1300 sq.m.,2,4,2,,,Cosmetic Renovation,1000 sq.m.,,,,,,Armavir › Echmiadzin,"$60,000",USD,"A two-story private house is for sale very urgently! The house is located only 6 km from Etchmiadzin. All the roads leading to the house are asphalted. All the windows of the house are Euro. The roof of the house has no problems, the total area of the house is 1300 square meters, the building is 300 square meters, the land area is 1000 square meters. There are all kinds of saplings and fruit trees in the plot. There are no necessary works in the house, it has cosmetic intervention. The house has constant hot and cold water, gas, water, irrigation water. The house is heated with a central heating system, but only the first floor. Only real buyers should call! Etchmiadzin region, Armavir marz village AygeshatTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18515130,,,
Country House,Stone,120 sq.m.,1,4,1,,,No Renovation,,,,,,,"Կարեն Դեմիրճյանի 3-րդ փողոց 6, Փարաքար","$150,000",USD,"With all utilities, high ceiling, large garage, total area 600 sq. M. Stone fence, exchange with the car is possible by you for an additional feeTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/12683190,,,
House,Stone,60 sq.m.,1,2,1,By agreement,Not available,Partial Renovation,233 sq.m.,,,,,,Armavir › Merdzavan,"$40,000",USD,"1-storey private house for sale in Merdzavanhas a yard, land, 2 rooms, has the possibility of making 3, clean condition, permanent water and gas, tiled bathroom, urgentCall the numbers listed for detailsTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17699350,House is Finished,,
House,Stone,220 sq.m.,3,5,3+,Not available,Not available,No Renovation,960 sq.m.,,,,,,"6-րդ փողոց, Այգեկ","45,000,000 ֏",AMD,"The house is located at the beginning of Aygek village. It is a very quiet place. Partially renovated, utility room... Electricity, water, sewage, gas is not connected. More details. Or on the spot. The price is negotiable.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18220449,House is Unfinished,"Electricity, water supply, sewerage",
House,Stone,230 sq.m.,2,4,2,Available,3 or more spots,Major Renovation,1400 sq.m.,,,,,,Armavir › Argavand,"$250,000",USD,"Bitcoin:The house is located in a very quiet neighborhood, close to the main street. The house has been completely renovated, the windows are of European manufacture, the entrance door is iron, the bathroom is tiled, an individual heating system, air conditioner is installed. The total area of the land is 1400 square meters, fenced on all sides, there are fruit trees in the yard, a chat room, a large garage for a truck. There is an attic with a separate entrance on the surface of the house.The apartment is sold together with property and appliances.Code A164Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/16851668,House is Finished,,
House,Stone,246 sq.m.,2,8+,2,By agreement,3 or more spots,Euro Renovation,1600 sq.m.,,,,,,"Կենտրոնական փողոց, Արգավանդ","$680,000",USD,A spacious two-storey house with an area of 246 square meters is for sale in Argavand.Translated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/18556109,House is Finished,,
House,Stone,200 sq.m.,2,5,2,Not available,Not available,Partial Renovation,720 sq.m.,,,,,,Armavir › Parakar,"$115,000",USD,"Private house for sale, partially renovatedTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17690698,House is Under Construction,,
House,Stone,150 sq.m.,2,5,2,Available,2 spots,Major Renovation,200 sq.m.,,,,,,"Erevanyan street, Parakar","$97,000",USD,"Utility with all comfortsThe mansion is modernly renovated. Entrance door: Iron, windows: Euro, floor: Laminate, presgraniteWater + 24 hoursGas +Sewer +Garage +Heating system +Address H. Acharyan street 2/1 houseBehind the newly built schoolthe plot is completely fenced. The location is quite close to the center, about 15 minutes by car.Paraqar, Paraqarum, Parakar, Parakarum ZvartnocCall for other photos.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18150039,House is Finished,,
House,Stone,240 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,1000 sq.m.,,,,,,Armavir › Jrarat,"10,000,000 ֏",AMD,"Needs partial repairs, call for detailsTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18407497,House is Finished,,
House,Stone,100 sq.m.,2,3,1,Not available,1 spot,No Renovation,405 sq.m.,,,,,,Armavir › Echmiadzin,"$85,000",USD,"Code 18240/old code: 17858/On the central street of Etchmiadzin, a 4-room newly built house is for sale. It has a yard, a fenced plot, a garage. We will hand over interior and exterior works completely finished (windows, roofing from top to bottom) etc. With a certain monetary difference, we can also deliver it completely finished.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/11675970,House is Under Construction,"Electricity, water supply",
House,Stone,600 sq.m.,2,6,2,,,Cosmetic Renovation,,,,,,,Armavir › Tairov,"$115,000",USD,"9 km from the house to Republic Square.The plot is 624 square meters. Of which 176 houses.The total area of the house is 260 square meters, 2 floors.Solar panel and solar water heater installedAll walls of Bazmaberd tuff exterior walls under twoTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/15006454,,,
Country House,Stone,50 sq.m.,1,2,1,Not available,Not available,No Renovation,1000 sq.m.,,,,,,Armavir › Metsamor,"$9,000",USD,VERY URGENT The plot of land is for sale together with the summer house. Call on WhatsApp. NEGOTIABLE.Translated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/18295895,,,
House,Stone,160 sq.m.,2,4,2,Available,Not available,Partial Renovation,140 sq.m.,,,,,,"Проспект Адмирала Исакова 87, Ереван","$70,000",USD,"I am selling my own two-story house, it has two bathrooms, three bedrooms, one living room, a large kitchen, tiled bedrooms, laminate flooring, constant gas, water, electricity, heating with a courtyard system and air conditioners, the building is only one year old, the first floor needs cosmetic repairs, and the first floor has not been done yet. For more information call.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17245786,House is Unfinished,,
House,Stone,160 sq.m.,1,4,2,,,Partial Renovation,1500 sq.m.,,,,,,"Aygek-Paraqar Highway, Merdzavan","$85,000",USD,"1-storey stone house for sale, total 160 sq. M., divided into 2 parts, turned into 2 houses,One is 65 square meters, the other is 95 square meterseveryone has their own utilitiesone has 3 roomsthe other has 3 roomshouse front line. Irrigation water flows right into the yardThe total land is 1500 + 500 square metersfruit trees and arable landHas a cattle barn, about 80 sq. M. M:Has a basement. About 80 square metersThe price includes 2 houses together8 km away from the cityTranslated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/17651615,,,
House,Stone,450 sq.m.,1,3,1,By agreement,2 spots,Major Renovation,300 sq.m.,,,,,,"Շահումյան 1-ին նրբանցք 1, Արմավիր","$70,000",USD,"A private house for sale at 1 Shahumyan lane, 5th house. Completely renovated, with constant hot and cold water, energy-saving heating system, new kitchen furniture, rooms are furnished, has a large swimming pool, fertile plot.Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/18357590,,,
House,Panels,135 sq.m.,3,5,2,,,No Renovation,1500 sq.m.,,,,,,Armavir › Musaler,"$75,000",USD,A half-built private house is for sale in Parakyar Musaler community3rd floor (+ basement)1500 m2:It is overgrown and there are more than 100 fruit treesTranslated from Armenian,Dec-12-2022_21-11,,,https://list.am/en/item/17794011,,,
House,Stone,410 sq.m.,2,5,3+,By agreement,2 spots,Designer Renovation,747 sq.m.,,,,,,Armavir › Echmiadzin,"$230,000",USD,"In Etchmiatsin, Andranik district, a two-story house with a basement under the whole house is for sale. It has a front and back yard and land, 3 bathrooms, 2 wells, high fence, 2 open balconies, ironing room, hall and hall, 4 bedrooms on the second floor opening from the hall with a huge garage, air-conditioned gazebo-room at the end of the plot, a huge shed-garage, chulans, 2 kitchens, baxi etc.Code 17639Translated from Armenian",Dec-12-2022_21-11,,,https://list.am/en/item/15370987,House is Finished,,
