Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Retail Space,120 sq.m.,,,,,,,,,Yerevan › Kentron,"$1,500",USD,"Տարածքը գտնվում է Փոքր Կենտրոնում, Մոսկովյան փողոցի վրա, կապիտալ վերանորոգված է, տեղադրված են երկաթե դուռ, եվրոպատուհաններ, ներսի նոր դռներ, ունի սալիկապատ սանհանգույց և խոհանոցԱՐԺԵՔԸ ՇՈՒԿԱՅԱԿԱՆԻՑ 20% -ՈՎ ՑԱԾՐ Է.Այլ մանրամասների համար զանգահարելԿոդ A369",Nov-24-2022_22-26,,https://list.am/en/item/8721696,
Retail Space,161 sq.m.,,,,,,,,,Yerevan › Kentron,"$1,000",USD,Վաձով է տրվու նկուղային տարացք արժեքը շուկայականից 20-ցածր է ՌՅԱԼ մանրամասների համար ԶԱՆԳԱՀԱՐԵԼԿոդ A1001,Nov-24-2022_22-26,,https://list.am/en/item/12006439,
Office Space,37 sq.m.,Available,Not available,Second Line,Separate from the Courtyard,Direct Lease,6 months,By Agreement,Not included,"Gyulbenkyan street, Yerevan","300,000 ֏",AMD,The space is renovated. Has all utilities. Heating is carried out by means of electric heaters. Entrance from the side of the yard.Code AV0618Translated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/18219650,
Office Space,400 sq.m.,Available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Byuzand Street, Yerevan","3,000,000 ֏",AMD,"The space is renovated. Has utilities. It is heated by an individual heating system (BAXI) It has a kitchen, 2 bathrooms, 2 open balconies and air conditioning.Code AV0012Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18219644,
Retail Space,2400 sq.m.,,,,,,,,,"Արտաշատի խճուղի 37/2, Երևան","500,000 ֏",AMD,"It is located directly on the Yerevan-Artashat highway, first line, the Yerevan-Ashtarak road is also connected to this, the land is of public importance, it is possible to use it for different purposes: Gas station, car service station, truck parking, service, food organization, etc.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17897248,
Office Space,30 sq.m.,,,,,,,,,"Israyelyan street, Yerevan","250,000 ֏",AMD,"Commercial space for rent near the closed market. It is fully renovated, suitable for any activity.Code M-001Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18089067,
Office Space,22 sq.m.,,,,,,,,,Yerevan › Kentron,"350,000 ֏",AMD,"CODE 8404:Different office areas are for rent on Zakyan street. The area is renovated, suitable for various office activitiesTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/13339593,
Multifunctional Space,60 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,2 months,Not included,"16th block, Yerevan","300,000 ֏",AMD,"1st line, 60 sq. M., of which 20 sq. M. Basement, elevator to the basementthoroughly reconstructed,suitable for any activityCode 633:Code 633-Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16208465,
Multifunctional Space,68 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,1 year,2 months,Not included,"Marshal Baghramyan avenue, Yerevan","350,000 ֏",AMD,"5 / basement, normal condition, near Marshal Baghramyan metro stationcode 24747:Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17882748,
Multifunctional Space,72 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,1 year,2 months,Not included,"Khanjyan Street, Yerevan","480,000 ֏",AMD,"First line, zero entrance, stained glass, bathroom, air conditioner.Code: 24719Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/10069860,
Office Space,270 sq.m.,,,,,,,,,"Armen Tigranyan street, Yerevan","$2,200",USD,"Office space for rent in Monument, A ․ Tigranyan street, capitally renovated, 1st and 2nd floors of the building, there are air conditioners. 1st floor entrance hall, kitchen, bathroom, study. 2nd floor: Bathroom, conference hall, 2 offices.Code MK697Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17409708,
Office Space,363 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Direct Lease,2 years,By Agreement,Not included,"Saryan Street, Yerevan","$6,500",USD,"Separate building for rent on Saryan street, 1st line, 3-storey office space, parking lot for 6 cars, heating system and air conditioners in all rooms, security system and cameras.Code MK2157Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17479944,
Multifunctional Space,350 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,1 year,2 months,Not included,Yerevan › Kanaker-Zeytun,"4,000 ֏",AMD,"CODE 8582:Commercial area is for rent on Nersisyan street. The area is capitally renovated, there is a possibility of outdoor advertising, it is suitable for a beauty salon, gym, office, commercial or other activities.The cost of 1 square meter is 4000 dramsTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/14613577,
Multifunctional Space,250 sq.m.,Not available,Not available,Second Line,Separate from the Street,Direct Lease,6 months,2 months,Not included,"Nar-Dos street, Yerevan","1,000,000 ֏",AMD,The area is convenient for different activities. It has three-phase electricity.Translated from Armenian,Nov-24-2022_22-26,OUtdoor parking,https://list.am/en/item/16593297,
Multifunctional Space,670 sq.m.,,,,,,,,,"Komitas Avenue, Yerevan","$13,500",USD,"A large three-storey commercial area is for rent on Komitas avenue.The building has 3 floors, has a yard (120 square meters), a section for parking cars. The building can be used as a Bank, Kindergarten, Development Center, Restaurant or other activities.Code GH07000Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17725695,
Office Space,470 sq.m.,,,,,,,,,"Aram Street, Yerevan","$13,000",USD,"Universal commercial area is for rent, located on Arami street, in the area of Malibu park. The area covers 470 square meters. It is fully repaired, the floor is covered with granite. Has central heating and cooling system. It consists of 1 spacious room and bathroom. It has beautiful lighting. Suitable for any office activity. The exterior design of the building is visible and attractive to any customer. The building has a security system and employee. There are banks, various institutions, many shops and entertainment places nearby.Code 75334Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17947778,
Office Space,64 sq.m.,Available,Not available,First Line,Separate from the Courtyard,Direct Lease,6 months,By Agreement,Not included,"Marshal Baghramyan avenue, Yerevan","400,000 ֏",AMD,"The space is renovated. It has individual heating system, air conditioner and office equipment.Code AV0543Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18160719,
Office Space,60 sq.m.,Not available,Not available,First Line,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Abovyan street, Yerevan","450,000 ֏",AMD,"The area is a basement, renovated. It has air conditioning.Code AV0535Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18157448,
Office Space,40 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Direct Lease,6 months,By Agreement,Not included,"Pushkin Street, Yerevan","400,000 ֏",AMD,"The area is a basement, renovated. Has air conditioner and water heater.Code AV0536Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18157447,
Office Space,280 sq.m.,Available,Not available,Other,Separate from the Street,Direct Lease,6 months,By Agreement,Not included,"Yerznkian Street, Yerevan","$5,000",USD,"The mansion has 3 floors, 6 separate rooms and 2 bathrooms, it is renovated. Complete with necessary property and equipment. It is heated by an individual heating system (BAXI) It has air conditioning. Furnished and renovated for a child development center. It has a large and spacious garden.Code AV0317Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18169899,
Everything Else,36 sq.m.,,,,,,,,,Yerevan › Shengavit,"200,000 ֏",AMD,"36 sq. M. Commercial area is for rent in Charbakh district, on Shirak central street. There is a refrigerator, air conditioner, wardrobe. Price is negotiable.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17573345,
Office Space,210 sq.m.,,,,,,,,,"Amiryan Street 27, Yerevan","$4,000",USD,"Ամիրյան փողոցում վարձով է տրվում կոմերցիոն տարածք։ Այն գտնվում է 17 հարկանի նորակառույց շենքի 1-ին և 2-րդ հարկերում, ընդհանուր մակերեսը կազմում է 210 քմ. ։ 1-ին հարկում մեծ սրահ է, իսկ 2-րդ հարկում 4 առանձին աշխատասենյակներ: Գրասենյակը կապիտալ վերանորոգված է, ունի ջեռուցման և հովացման կենտրոնացված համակարգ:Предлагается в аренду коммерческое помещение площадью 210 кв. М на 1-й и 2-й этажах 17 этажной новостройки на улице Амиряна. Выполнен капитальный ремонт. Проведена централизованная система отопления и охлаждения. На первом этаже расположен зал, а на втором - 4 отдельные офисные комнаты.Commercial premises on Amiryan street is currently for rent. It covers an area of 210 sq. M and occupies the 1st and 2nd floors of a 17 storey new building. The premises is fully renovated. Centralized heating and air conditioning system is installed. The 1st floor is occupied by a hall. On the 2nd floor you can find 4 separate office rooms.Կոդ 9077",Nov-24-2022_22-26,,https://list.am/en/item/15129224,
Multifunctional Space,230 sq.m.,,,,,,,,,"Tumanyan street 32, Yerevan","$8,500",USD,"230 sq. M. Area is for rent near the intersection of Tumanyan and Abovyan streets, suitable for any activityTranslated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17590994,
Warehouse,100 sq.m.,,,,,,,,,Yerevan › Nor Nork,"150,000 ֏",AMD,100m storage area entrance from outside is negotiableTranslated from Armenian,Nov-24-2022_22-26,,https://list.am/en/item/17516721,
Multifunctional Space,30 sq.m.,,,,,,,,,Yerevan › Shengavit,"100,000 ֏",AMD,"The area is located next to the Charbakh polyclinic, on Shirak Street. It can serve as both a shop and a barbershop and as an office. It has constant water and a bathroom.Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/18213334,
Office Space,300 sq.m.,,,,,,,,,"Orbeli Brothers street, Yerevan","$4,000",USD,"Commercial area with a beautiful garden is for rent on Orbeli street. The office area is a 3-storey separate building, the total area is 300 square meters, it is completely renovated, air conditioner, heating and cooling systems, the 1st floor is covered with high quality press granite, 2 and 3 floors are laminate flooring. The bathrooms are 3, all of them are tiled, there is a kitchen, an open balcony, a summer pavilion. For rent with newly purchased, unused office furniture. From the balcony a beautiful view of nature to Hrazdan gorge.Code AK0196Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/16404127,
Office Space,96 sq.m.,,,,,,,,,"Mesrop Mashtots Avenue, Yerevan","$2,500",USD,"Office space is for rent on Mashtots-Pushkin streets, on the 2nd floor of a stone building. The area is capitally renovated, has 3 offices, a kitchen, an open balcony overlooking the avenue.Code GH08000Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17974315,
Office Space,176 sq.m.,,,,,,,,,"Sayat Nova avenue, Yerevan","$2,300",USD,"2-storey private house with an area of 176 square meters and 253 square meters of land is for long-term rent, located on Sayat Nova Avenue. The house is fully repaired, euro windows are installed, in the basement and on the 1st floor the floor is covered with heated marble իկ tiles, on the 2nd floor with laminate. All 3 bathrooms and the kitchen is covered with European tiles and are equipped with high quality sanitary ware. The house has 4 rooms and 3 bedrooms on the 2nd floor. On the 1st floor there is a garage for 1 car. In the yard there is a parking space for 2 cars ապատ a green area with fruit trees. It can serve as a medical center, office, family home. Shops, banks, schools, cafes, places of entertainment and transport stops are nearby.Code MK1872Translated from Armenian",Nov-24-2022_22-26,,https://list.am/en/item/17239629,
