Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Country House,Stone,80 sq.m.,1,4,1,,,Cosmetic Renovation,"Հակոբյան փողոց, Վանաձոր","25,000 ֏ daily",AMD,"The summer house is equipped with all the necessary communal facilities, it is located in the lap of wonderful nature, where there are many pine trees. It has a small swimming pool, car parking, toaster, grill, etc.For details, call from 07:00 to 20:00Translated from Armenian",Dec-12-2022_21-49,500 sq.m.,,,,https://list.am/en/item/18119621,,,,,,
Country House,Stone,100 sq.m.,2,4,1,Available,Not available,Euro Renovation,Lorri › Yeghegnut,"30,000 ֏ daily",AMD,"A completely newly renovated #house is for rent in Yeghegnut village, in Lorva's unworldly nature. #The guest house is very close to #Debet (3.6KM), #Dsegh (12.7KM), Haghpat (38KM), Sanahin (33KM), #Vanadzor (22KM) and #Alaverdi (29.2) cities. The summer house is provided with all communal facilities, the yard has all the conditions for a complete rest: A chat room (besetka), a barbecue, a place for gathering around a bonfire in the evening. The house has three bedrooms, living room, kitchen and bathroom. Designed for family vacations. Up to 7 people can stay overnight. Free internet WiFi is available. It is also possible to make a reservation for 10,000 drams per person.Translated from Armenian",Dec-12-2022_21-49,250 sq.m.,,,,https://list.am/en/item/17905432,7,Yes,No,Not included,By Agreement,
House,Stone,45 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,"Pushkin Street, Stepanavan","20,000 ֏ daily",AMD,"The mansion is located in Pushkino, on the edge of the forest.There is a river nearby;.The mansion has-1 bedroom (1 double and 2 single beds),1 living room (with a pull-out sofa for two people and one additional pull-out bed),2 kitchens,Summer kitchen for 12 people - besedka.*summer pavilion,*grill,* rocking chair*pendulum,* LED TV,*wifi,*pure water device*all necessary accessories (linen, towels, dishes)Paid servicesriding-1000Hookah - 6000 AMDIntended for overnight stay of 6-7 people.The cost of a house, not for one person, per day is 20,000 dirhamsTranslated from Armenian",Dec-12-2022_21-49,,,,,https://list.am/en/item/18063628,7,Yes,No,Included,By Agreement,
House,Stone,80 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,"Hakob Meghapart street, Stepanavan","15,000 ֏ daily",AMD,"A house is for daily rent in the center of Stepanavan, the house has 3 bedrooms, 1 living room and a kitchen. The house has all the communal facilities. The daily wage depends on the number of people.Translated from Armenian",Dec-12-2022_21-49,40 sq.m.,,,,https://list.am/en/item/17896029,8+,Yes,Yes,Not included,Without prepayment,
House,Stone,60 sq.m.,2,2,2,Available,Not available,Major Renovation,"Պարույր Սևակի փողոց, Վանաձոր","140,000 ֏ monthly",AMD,"It is for daily rent, the first floor of a private house, the second floor is inhabited, completely renovated, gas, electricity, water, Baxi heating system is installed, two rooms, kitchen, separate bathroom.Translated from Armenian",Dec-12-2022_21-49,60 sq.m.,"Fridge, stove",,,https://list.am/en/item/18581034,4,Yes,No,By Agreement,2 weeks,"Internet, barbecue oven"
House,Stone,100 sq.m.,2,2,1,Available,1 spot,Major Renovation,"21-я улица Тавроса 14, Ванадзор","200,000 ֏ monthly",AMD,"Здается второй этаж дома, ход отдельно.",Dec-12-2022_21-49,500 sq.m.,,,,https://list.am/en/item/18419796,4,No,No,Not included,1 month,
House,Stone,150 sq.m.,2,6,2,Available,3 or more spots,Euro Renovation,Lorri › Stepanavan,"10,000 ֏ daily",AMD,"Oxygen holiday home is located in the village of Gyulagarak, Lori marz.It is a two-story private house, it has 4 rooms, 2 bathrooms, 2 kitchens, 2 open balconies, a large yard, a garage, a garden, a barbecue, a swing.It has all utilities (hot/cold constant water)The distance from the Arboretum is 1 km.The air is clean, the area is quiet.Suitable for families, small groups of tourists. AMD 10,000 per personTranslated from Armenian",Dec-12-2022_21-49,,,,,https://list.am/en/item/17641916,7,Negotiable,No,By Agreement,By Agreement,
House,Stone,350 sq.m.,2,6,2,Available,3 or more spots,Major Renovation,Lorri › Stepanavan,"25,000 ֏ daily",AMD,"A two-storey private house with all communal facilities is for daily rent in Stepanavan.1st floor... Bathroom, spacious kitchen and living room2nd floor... Bathroom, 4 bedrooms, open balcony.The house is located next to the Pines. 100 meters away from Aleya Park.Translated from Armenian",Dec-12-2022_21-49,1200 sq.m.,,,,https://list.am/en/item/17643519,8+,Yes,Yes,Not included,By Agreement,
House,Stone,70 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,Lorri › Alaverdi,"10,000 ֏ daily",AMD,"Ahnidzor village, Alaverdi region. Spend your vacation in the wonderful village of Ahnidzor in Lori. The great writer Hrant Matosyan was born in this village. The house is very close to the forest; The bathroom is renovated.Translated from Armenian",Dec-12-2022_21-49,800 sq.m.,,,,https://list.am/en/item/17748504,6,Yes,Yes,Included,By Agreement,
House,Stone,70 sq.m.,2,2,2,,,Cosmetic Renovation,"Surb Nshan street, Stepanavan","70,000 ֏ monthly",AMD,"Сдаю 1 этаж собственного дома в Степанаване со всеми удобствами. Газ, постоянная вода, Wi-fi, чистая постель, вся необходимая посуда. Нахрдится в прекрасном для отдыха месте.",Dec-12-2022_21-49,120 sq.m.,,,,https://list.am/en/item/17811637,4,Yes,Yes,Not included,By Agreement,
House,Stone,90 sq.m.,2,2,2,Available,1 spot,Cosmetic Renovation,"Surb Nshan street, Stepanavan","80,000 ֏ daily",AMD,"Сдаю 2 этаж собственного дома в Степанаване со всеми удобствами.В доме З комнаты. Газ, постоянная вода, Wi-fi, чистая постель, вся необходимая посуда. Находится в прекрасном для отдыха месте.",Dec-12-2022_21-49,120 sq.m.,,,,https://list.am/en/item/17811634,8+,Yes,Yes,Not included,2 weeks,
House,Stone,65 sq.m.,1,2,1,Available,Not available,Major Renovation,Lorri › Vanadzor,"180,000 ֏ monthly",AMD,"Տրվում է վարձով 2 սենյականոց սեփական տուն (1 հարկ) դիմաց թաղամասում`*կապիտալ վերանորոգված եւ չբնակեցված,*գույքը եւ տեխնիկան բացարձակ նոր եւ չօգտագործված,*կոմունալ բոլոր հարմարություններով,*ջեռուցման համակարգով,* շատ արեւոտ ու տաք(Տեխնիկան` Գազօջախ, սառնարան, լվացքի մեքենա, թեյնիկ... , չեք տեսնում նկարներում, բայց տեղադրված կլինեն մինչեւ ձեր տեղափոխվելը) ։Сдается 2-комнатный частный дом (1 этаж) в районе Димас.*капитальный ремонт,*Мебель и оборудование абсолютно новые,* со всеми коммунальными услугами,*с системой отопления,* очень солнечно и тепло(Техника: Газовая плита, холодильник, стиральная машина, чайник... На фото не видно, но будут установлены перед заселением)Translated from Armenian",Dec-12-2022_21-49,,"Fridge, stove, washing machine, water Heater",,,https://list.am/en/item/18695564,3,Negotiable,No,Not included,By Agreement,Internet
Country House,Stone,72 sq.m.,1,3,1,Available,Not available,Major Renovation,Lorri › Stepanavan,"5,000 ֏ daily",AMD,"The private house is located in Gargar village, Stepanavan region, Luri region, on the river bank, near Dendropark. It is newly built, all the communal and household amenities are available.Hot առը cold watergas stoverefrigeratorվայֆայ:Bathroom, 2 bedrooms with double beds, children's bed, dining room furniture opening (for 4 people to sleep) The house has a big yard. There is a pavilion in the yard (besetka) with its barbecue, big swinging deer. The price varies depending on the number of people: Days#Holiday in Lori#Dendropark# Stepanavan#Pine# Dusting# River # riverbank#Dendropark_dustingDendropark ###Dendropark ###Gargar ###Gyulagarak ###Pushkino ###Stepanavan ###Lori berd ###1 person - 5000 dailyMinimum daily housekeeping - 20000 AMDTranslated from Armenian",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/17325633,8+,Yes,Yes,Included,2 weeks,
House,Stone,100 sq.m.,1,4,1,Available,2 spots,Euro Renovation,Lorri › Vanadzor,"190,000 ֏ monthly",AMD,"В аренду, замечательный, уютный, евроремонт частный дом в красивой природе Лори, в летнем доме есть все условия для празднования любого события и полного отдыха, есть горячая и холодная вода, 2 кухни снаружи и внутри, Wi-Fi, фильтрованный бассейн, гараж, зеленая зона и т. Д.Վարձով է տրվում հիասքանչ, հարմարավետ, եվրովերանորոգված սեփական տուն լոռվա գեղեցիկ բնության մեջ, ամառանոցը ունի բոլոր հարմարություները ցանկացած առիթ նշելու եվ լիարժեք հանգստանալու համար, ունի տաք եվ սառը ջուր 2 խոհանոց դրսի եվ ներսի, Wifi, ֆիլտրացվող լողավազան, ավտոտնակ, կանաչ ընդարձակ գոտի եվ այլն …",Dec-12-2022_21-50,350 sq.m.,,,,https://list.am/en/item/18407194,1,Yes,No,Not included,1 month,
House,Wooden,60 sq.m.,1,2,1,Not available,Not available,Old Renovation,"Sankt Peterburg street, Vanadzor","25,000 ֏ monthly",AMD,"URGENT! A 2-room house with utilities is for rent. There is no gas. For details, call the second number.Translated from Armenian",Dec-12-2022_21-50,150 sq.m.,,,,https://list.am/en/item/18543486,4,Yes,Yes,Not included,2 months,
House,Stone,105 sq.m.,1,3,1,Available,Not available,Cosmetic Renovation,"Բաղրամյան փողոց 83, Ստեփանավան","50,000 ֏ daily",AMD,"1-storey stone house is for rent. It has 2 bedrooms, a living room, a kitchen, a bathroom. For more information call.Translated from Armenian",Dec-12-2022_21-50,130 sq.m.,"Fridge, washing machine, water Heater, iron, hair dryer",,,https://list.am/en/item/17117156,6,Yes,No,Included,Without prepayment,"Television, internet, barbecue oven"
