Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
Country House,Wooden,27 sq.m.,1,2,1,Euro Renovation,,,,,,,"Ծաղկունք 1-րդ փողոց, Բալահովիտ","$5,000",USD,По вопросам звонит,Dec-12-2022_21-10,Available,Not available,,,https://list.am/en/item/16725829,House is Finished,,
House,Stone,120 sq.m.,1,4,1,Partial Renovation,,,,,,,Gegharkunik › Gandzak,"$20,000",USD,"The apartment is in a good condition, Euro doors and windows, the kitchen is completely renovated, it also has a small yard where it is possible to park a car. The price is negotiable.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18204900,,,
Country House,Stone,60 sq.m.,1,4,1,Cosmetic Renovation,60 sq.m.,,,,,,Gegharkunik › Sevan,"$7,500",USD,"For sale or exchange with a car, a 60 square meter building has 4 bedrooms in the Sevan basin.Translated from Armenian",Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/18062886,House is Finished,,
House,Stone,430 sq.m.,2,8+,1,Major Renovation,,,,,,,Gegharkunik › Martuni,"$120,000",USD,"The private house is located in Martuni, next to the 1st school. Each floor is 215 square meters. The 2nd floor is residential, the 1st floor is a basement (summer kitchen) Overhauled, about 200 fruit trees of different types. The price is negotiable. Call for details and photos.Translated from Armenian",Dec-12-2022_21-10,Partial Furniture,Not available,,,https://list.am/en/item/17030050,House is Finished,,
House,Stone,171 sq.m.,2,4,1,Partial Renovation,10 sq.m.,,,,,,Gegharkunik › Ddmashen,"$25,000",USD,"A house is for sale in the village of Ddmashen, Gegharkunik region.The price is negotiable.The house is well maintained, it provides an opportunity to live without excessive expenses.The house is sold with contents.The set price includes: Land, buildings, as well as high-quality household goods and items.The house also has a barn (furnished) for keeping pets and farming.Translated from Armenian",Dec-12-2022_21-10,Available,Not available,,,https://list.am/en/item/18065814,House is Finished,,
Country House,Stone,130 sq.m.,1,4,1,Cosmetic Renovation,,,,,,,Gegharkunik › Vardenis,"$6,000",USD,"Private house for sale in Geghamasar village (Shishkaya) with permanent water and all amenities, with the necessary equipment. There is also two hectares of arable land.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/15242842,,,
House,Stone,140 sq.m.,1,5,1,Old Renovation,1500 sq.m.,,,,,,"Charents street, Sevan town","$73,900",USD,"The house is located in the city of Sevan, it has a large plot of land with productive trees.---The furniture is for sale in new condition.Has a fairly large garage.---Street - Charentsi 90---To know more, call the indicated numbers.Translated from Armenian",Dec-12-2022_21-10,,3 or more spots,,,https://list.am/en/item/18117882,,,
House,Stone,800 sq.m.,3,8+,3+,Partial Renovation,500 sq.m.,,,,,,"Էներգետիկների փողոց 2, Սևան","$78,000",USD,"It is very urgent, we sell it 2 times cheaper than the market price.There are 2 large garages, about 100 square meters. M padwal. On the plot - fruit trees.There are 12 rooms on the 3rd floor - it was built according to the hotel project.The roof covering is very high quality.There are heating systems on all 3 floors.It is also very suitable for working as a hotel, as hostels or for the purpose of organizing production at the same time.Translated from Armenian",Dec-12-2022_21-10,Not available,3 or more spots,,,https://list.am/en/item/18187349,House is Finished,,
House,Stone,550 sq.m.,2,7,1,Partial Renovation,300 sq.m.,,,,,,Gegharkunik › Gavar,"$42,000",USD,Call for details.Translated from Armenian,Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/17217858,House is Finished,,
House,Stone,400 sq.m.,1,6,1,Old Renovation,270 sq.m.,,,,,,"Viktor Hambartsumyan street, Vardenis","$25,000",USD,"6 rooms in the center of Vardenis, in good condition, gas, permanent water, garden with fruit trees, garage, barn, pantry, the rest by calling, Only for sale, no rentTranslated from Armenian",Dec-12-2022_21-10,Available,1 spot,,,https://list.am/en/item/16487517,House is Finished,,
House,Stone,260 sq.m.,1,5,1,Major Renovation,30 sq.m.,,,,,,Gegharkunik › Sevan,"$60,000",USD,"Basalt house, very good location, located 5 km from Sevan, has a garage of 10.5 mTranslated from Armenian",Dec-12-2022_21-10,Available,Not available,,"Air conditioner, fridge, stove, washing machine",https://list.am/en/item/16465078,House is Finished,"Electricity, water supply, natural gas, sewerage",Barbecue oven
House,Stone,152 sq.m.,1,4,1,No Renovation,700 sq.m.,,,,,,Gegharkunik › Sevan,"13,000,000 ֏",AMD,"A private house with 700 square meters of land is for sale on Komitas Street in Sevan. The apartment is gasified, has permanent water. It has not been renovated. The price is AMD 1,300,000.For details, call HovikTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17766503,,,
House,Stone,257 sq.m.,2,6,1,Old Renovation,3150 sq.m.,,,,,,Gegharkunik › Lchashen,"$35,000",USD,"Продается двухэтажный дом площадью 257 кв. М, с подвалом 40 кв. М, в с. Лчашен Севана. Покупку дома можно рассматривать в том числе, как бизнес-проект под сдачу в аренду как целиком, так и отдельными комнатами. Расположен на участке площадью 3150 квадратных метров. Участок огорожен частично каменным забором и сеткой, отдельно есть гараж, сарай. На участке яблоневые деревья.В доме старый ремонт, но чистый, готов к заселению, туалетная комната подлежит ремонту, удобства имеются на улице.Есть вода, канализация (яма), электричество, газ заведён в дом (необходимо подключение в газовой организации)Также рассмотрю обмен на квартиру в Ереване, Севане, в том числе с моей доплатой.Звоните либо пишите в сообщениях List. Am. Контакты для связи указанны в фотографиях.Собственник. Цена обсуждаемо!",Dec-12-2022_21-10,,,,,https://list.am/en/item/18317642,,,
House,Stone,100 sq.m.,2,5,1,Old Renovation,1800 sq.m.,,,,,,Gegharkunik › Sevan,"$27,000",USD,"2 storey house FOR URGENT SALEIn Aevan.SHORZA NOT REACHEDPARADISE IN VILLAGEURGENT SALE WITH PROPERTY•NOT CONFIRMED BUT THERE IS A POSSIBILITY• BAKERY separate building• fruit trees: Raspberry, apple, cherry, etc• Separate (Barn)• 1 floorBasementPantryOn 2 floors, bedrooms, living room, bathroomCash Sale Possible Price Reductionit is possible with AMD equivalent to the final agreed amount.CALL FOR ALL QUESTIONSIt's convenient with us-Code GM025Translated from Armenian",Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/18086555,House is Finished,,
House,Stone,236 sq.m.,2,5,2,No Renovation,4357 sq.m.,,,,,,Gegharkunik › Drakhtik,"$150,000",USD,"A private house is for sale in Sevan, on the shore of Shorzha.2 storeyThe walls are plastered, the roof is newly renovated, Euro windows, stone, solid building.60 square meter kitchen: Renovated, tiled, fireplace, grill, euro windows2 closed garages.2 separate entrancesFirst lineAll utilities are availableResidential construction permit 31.12Suitable for business use.Code 0800045Translated from Armenian",Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/18198428,House is Finished,,
House,Stone,66 sq.m.,3,2,1,Old Renovation,,,,,,,"Կարմիր Բանակի փողոց 56, Սևան","$32,000",USD,Bargain euro windows sun side for personal write pictures I will sendTranslated from Armenian,Dec-12-2022_21-10,Available,Not available,,,https://list.am/en/item/17787779,House is Finished,,
House,Stone,215 sq.m.,2,4,2,Euro Renovation,675 sq.m.,,,,,,Gegharkunik › Sevan,"35,000,000 ֏",AMD,"Սեփական առանձնատուն Սեվան քաղաքի Ցամաքաբերդ թաղամասում։Գտնվում է լճին մոտ, գեղեցիկ տեսարանով, պտղատու այգով, բարեկարգ ճանապարհով, կոմունալ բոլոր հարմարություններով...Հնարավոր է փոխանակում բնակարանի հետ ձեր ավելավճարով։Частный дом в Цамакабердском районе города Севан. Расположен у озера, с прекрасным видом, фруктовым садом, благоустроенной дорогой, со всеми коммуникациями...Возможен обмен на квартиру за вашу доплатуPrivate house in Tsamakaberd district of Sevan city. It is located near the lake, with a beautiful view, an orchard, a well-maintained road, with all utilities...It is possible to exchange with an apartment at your additional costTranslated from Armenian",Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/18079973,House is Finished,,
House,Monolith,140 sq.m.,1,4,1,Partial Renovation,1200 sq.m.,,,,,,"Ազատության փողոց 16, Գավառ","$18,000",USD,"The house is suitable both as a summer house and as a place to live. There is water, light and gas in the house. The total area of the land is 1200 square meters, it has an auxiliary half-built building, a garage, there are fruit trees in the territory of the land. It is located in the middle of the Eagle Stone of Noradus, it has a very beautiful view. The inside of the house is plastered. Not repaired, visible in the pictures. It is privatized, there are all the documents. In case of other questions, call.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/14577324,,,
House,Stone,220 sq.m.,2,5,1,Major Renovation,300 sq.m.,,,,,,"Zor. Andranik Str, Gavar","$22,000",USD,"A two stored house is for sale in Zargaryan 1, Gavar city. It has all the communal facilities for living, 6 rooms on the 2nd floor. He has a garage and a plot of land. It has cold and hot water. Urgent, the price is negotiable.Translated from Armenian",Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/13357030,House is Finished,,
House,Stone,220 sq.m.,2,7,1,Old Renovation,300 sq.m.,,,,,,"Ազատության փողոց 17/2, Գավառ","$18,000",USD,"Nalbandyan 102 (gang district), a two-storey private house is for sale, it has a garage, a barn, an orchard (new), it is provided with constant water, gas and electricity. Urgent sale, the price is negotiable.Translated from Armenian",Dec-12-2022_21-10,By agreement,1 spot,,,https://list.am/en/item/16066584,House is Finished,,
House,Stone,150 sq.m.,2,5,1,Partial Renovation,8 sq.m.,,,,,,"Zoravar Andranik street, Yerevan","$25,000",USD,"A private house is for sale on Zargaryan street, near the auxiliary school.It has a bakery, a garage, a barn, all the amenities are created for normal living.Price is negotiable.Translated from Armenian",Dec-12-2022_21-10,Not available,1 spot,,,https://list.am/en/item/16681231,House is Under Construction,,
