Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Panels,No,Not available,4.0,110 sq.m.,4.0,1,from 2.75 m,1.0,Not available,Major Renovation,"Улица Трдата Чартарапета 20, Гюмри","185,000 ֏ monthly",AMD,"4-room apartment for rent, Gyumri 58 district, with property, appliances, internet, heating, very warm apartment, has 2 entrances, yard.Translated from Armenian",Nov-27-2022_18-52,,5,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18543252
Stone,No,Not available,4.0,43 sq.m.,2.0,1,from 2.75 m,4.0,Open balcony,Euro Renovation,"Շիրակացի փողոց 87, Գյումրի","12,000 ֏ daily",AMD,"Տրվում է վրձով 2 սենյականոց բնակարան ։Բնակարանը նոր վերանորոգված է, կահույքը ամբողջովին նոր է ։Տունը արևկողմ է ։Մինիմումը տրվում է 3-ից 5օր։Կարող են դիմել նաև ամսավարձի համար:Сдаётся в аренду двухкомнатная квартира.Новый ремонт, вся мебель в квартире новая.Дом обращён к солнцу.Минимальная аренда квартиры от 3 до 5 дней.",Nov-27-2022_18-52,,5,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/18539235
Monolith,Yes,Not available,1.0,50 sq.m.,3.0,2,from 2.5 m,1.0,Not available,Cosmetic Renovation,"Սեվյան փողոց, Գյումրի","100,000 ֏ monthly",AMD,"A kindergarten, a supermarket, a dentist's office are located 50 m from the building with communal facilities. Also given on a DAILY basisTranslated from Armenian",Nov-27-2022_18-52,,5,Yes,Yes,By Agreement,Without prepayment,,,,,,https://list.am/en/item/18539189
Stone,No,Not available,5.0,70 sq.m.,3.0,1,from 2.8 m,5.0,Open balcony,Euro Renovation,"Minas Avetisyan street, Gyumri","150,000 ֏ monthly",AMD,"Տրվում է վարձով 3 սենյականոց բնակարան, կոմունալ բոլոր հարմարություններով։Հասցե՝ Մադոյան Փողոց։Сдается 3-х комнатная квартира со всеми коммуникациями.Адрес: Улица Мадоян, находится в центре городаԿոդ GK020",Nov-27-2022_18-52,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18096398
Monolith,Yes,Not available,4.0,70 sq.m.,3.0,1,from 2.7 m,2.0,Not available,Major Renovation,"8th district, Gyumri","200,000 ֏ monthly",AMD,"CODE 8232Apartment for rentc. Gyumri, 8th district70 square meters. Total area4/2nd floor2 + 1 roomStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyRental price: AMD 250,000Translated from Armenian",Nov-27-2022_18-52,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18533630
Stone,No,Not available,3.0,46 sq.m.,2.0,1,from 2.7 m,1.0,Not available,No Renovation,"Ghandilyan street, Gyumri","100,000 ֏ monthly",AMD,"Առանց միջնորդի վարձով է տրվում 2 սենյականոց բնակարան Գանդիլյան փողոցում. Վայրը կենտրոնական է, երկաթուղային կայարան և քաղաքի կենտրոն կարելի է ոտքով հասնել 15 րոպեից պակաս ժամանակում. Բնակարանը գտնվում է առաջին հարկում և ունի 46քմ, որից մեկ սենյակը՝ 22քմ. Արիստոնով բաց խոհանոցը 14քմ շատ արևկող է։ Պատուհաններ ճաղավանդակներով. Մուտքի սրահ, ունի 6 քմ. Սանհանգույցը 5 քմ մակերեսով սալիկապատ է և հագեցած է լոգարանով։ Միջանցքում կա նաև փոքր խորդանոց։Բնակարանը կառաքվի չկահավորված և չվերանորոցված. Վարձավճարը վճարվում է ամսական յուրաքանչյուր ամսվա սկզբին: Որպես երաշխիք պետք է նաև վճարեք երեք ամսվա վարձավճար, որը կվերադարձնեք բնակարանը ողջ-առողջ վերադարձնելու դեպքում։Сдается двухкомнатную квартиру на улице Гандиляна без посредников. Расположение центральное, до железнодорожного вокзала и центра города можно пешком добраться менее чем за 15 минут. Квартира находится на первом этаже и имеет 46 квадратных метров, из которых одна комната имеет 22 квадратных метра. Открытая кухня с аристоном площадью 14 квадратных метров очень солнечная. Окна с решетками. Прихожая, имеет 6 квадратных метров. Санузел площадью 5 квадратных метров выложен плиткой и оборудован ванной. В коридоре также есть небольшая кладовка. Квартира будет сдана без ремонта и без мебели и свободна немедленно. Арендная плата вносится ежемесячно в начале каждого месяца. Также должны заплатить залог в размере трехмесячной арендной платы в качестве гарантии, который получите обратно если вернёте квартиру в целости и сохранности.I am privately offering a two-room apartment on Ghandilyan street without estate agents. The location is central and less than 15 minutes’ walk from the train station and city center. The apartment is on the ground floor and has 46 square meters, of which the first room has 22 square meters. The open kitchen has 14 square meters and is very sunny thanks to the many windows. The windows are protected by massive bars. A water heater is also already installed in the kitchen. The hallway to enter the apartment has 6 square meters. There is also a small storage room in the hallway. The 5 square meter bathroom is tiled and has a bathtub. The apartment is available immediately and will be handed over unrenovated and without furniture. The rent is to be paid monthly in advance. In order to rent the apartment, you must also pay a deposit of three months' rent as security, which you will receive back if you return the apartment safe and sound.",Nov-27-2022_18-52,,3,Yes,Yes,Not included,3 months,,,,,,https://list.am/en/item/18529815
Bricks,Yes,Not available,4.0,40 sq.m.,1.0,1,from 2.8 m,4.0,Not available,Euro Renovation,"Մուշ 2 թաղամաս 4/34, Գյումրի","80,000 ֏ monthly",AMD,"The apartment is renovated, metal door. Partially furnished, will be furnished in one day as needed. It is very warm and bright, the windows face south. Paved yard with a playground. Big shops and school nearby.Translated from Armenian",Nov-27-2022_18-52,,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18529405
Stone,Yes,Not available,4.0,71 sq.m.,3.0,1,from 2.7 m,2.0,Not available,Major Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","220,000 ֏ monthly",AMD,"CODE 8262Apartment for rentc. Gyumri, Mush 271 square meters. Total area4/2nd floor3 roomsStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyRental price: AMD 220,000Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18529371
Monolith,Yes,Not available,4.0,60 sq.m.,1.0,1,from 2.7 m,1.0,Not available,Major Renovation,"Trdat Architector street, Gyumri","100,000 ֏ monthly",AMD,"CODE 8292Apartment for rentc. Gyumri, T. Architect60 square meters. Total area4/1st floor1 roomStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyThe bathroom is tiledRental price: AMD 100,000Translated from Armenian",Nov-27-2022_18-52,Available,2,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18527547
Stone,No,Not available,4.0,62 sq.m.,2.0,1,from 2.8 m,4.0,Open balcony,Cosmetic Renovation,"Vazgen Sargsyan street, Gyumri","150,000 ֏ monthly",AMD,"Տրվում է վարձով 2 սենյականոց բնակարան կբհ-ով, հնարավոր է սակարկում։ Մանրամասների համար զանգահարել։Сдается 2-х комнатная квартира. Для получения дополнительной информации позвоните.Translated from Armenian",Nov-27-2022_18-52,,1,No,No,Not included,2 months,,,,,,https://list.am/en/item/18527353
Stone,No,Not available,4.0,100 sq.m.,3.0,1,from 2.7 m,2.0,Not available,Major Renovation,"Bagratunyats Square, Gyumri","300,000 ֏ monthly",AMD,"CODE 3292Apartment for rentc. Gyumri Mush 2:40 square meters. Total area4/3rd floor1 roomStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyRental price: AMD 300,000Translated from Armenian",Nov-27-2022_18-52,,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18519189
Stone,Yes,Not available,4.0,40 sq.m.,1.0,1,from 2.7 m,3.0,Not available,Major Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","80,000 ֏ monthly",AMD,"CODE 9292Apartment for rentc. Gyumri Mush 2:40 square meters. Total area4/3rd floor1 roomStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyRental price: AMD 80,000Translated from Armenian",Nov-27-2022_18-52,,2,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18519009
Stone,No,Not available,3.0,80 sq.m.,3.0,1,from 2.7 m,1.0,Not available,Major Renovation,"Ghandilyan street, Gyumri","200,000 ֏ monthly",AMD,"CODE 8792Apartment for rentc. Gyumri Ghandilyan80 square meters. Total area3/1st floor3 roomsStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyRental price: 200,000 AMDTranslated from Armenian",Nov-27-2022_18-52,,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18518640
Stone,Yes,Not available,4.0,100 sq.m.,4.0,1,from 2.7 m,3.0,Not available,Cosmetic Renovation,"Մովսես Խորենացի փողոց 1, Գյումրի","230,000 ֏ monthly",AMD,"CODE—8462Apartment for rentc. Gyumri Movses Khorenatsi100 square meters. Total area4/3rd floor4 roomsStoneLightOn the sunny sideWith a heating systemUtility with all amenitiesCosmetically refurbishedRental price: 200,000 AMDTranslated from Armenian",Nov-27-2022_18-52,,6,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18517818
Stone,No,Not available,2.0,65 sq.m.,2.0,1,from 2.75 m,1.0,Not available,Euro Renovation,"Bagratunyats Square 3, Gyumri","270,000 ֏ monthly",AMD,Сдается чистая квартира с новим ремонтом в центре города. Для подробностей позвоните на указанный номер.Կոդ 12346,Nov-27-2022_18-52,,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18080434
Monolith,No,Not available,4.0,67 sq.m.,2.0,1,from 2.7 m,1.0,Not available,Euro Renovation,"Պարույր Սևակի փողոց 11, Գյումրի","250,000 ֏ monthly",AMD,I will provide the property with all utilities.Translated from Armenian,Nov-27-2022_18-52,,4,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/18477029
Stone,No,Not available,2.0,80 sq.m.,2.0,1,from 2.7 m,2.0,Not available,Old Renovation,"Շիրազի փողոց 10, Գյումրի","150,000 ֏ monthly",AMD,"CODE—6025Apartment for rentc. Gyumri, Shiraz Street80 square meters. Total area2 rooms2/2nd floorOld repairLightWith propertyBy techniqueUtility with all amenitiesWith hot and cold waterRental price: AMD 150,000Translated from Armenian",Nov-27-2022_18-52,,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18508691
Bricks,Yes,Not available,4.0,54 sq.m.,2.0,1,from 2.7 m,4.0,Not available,Major Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","120,000 ֏ monthly",AMD,"CODE 4025Apartment for rentc. Gyumri, Mush 254 square meters. Total area2 rooms4/4th floorThoroughly reconstructedHeating SystemLightWith propertyBy techniqueUtility with all amenitiesWith hot and cold waterRental price: AMD 120,000Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18508534
