Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Furniture,Window Views,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
Stone,No,Not available,2,58 sq.m.,2,1,from 3.2 m,1,Closed balcony,Euro Renovation,"Կայարանամերձ հրապարակ 1, Գյումրի","8,000 ֏ daily",AMD,"An apartment for daily rent in the city of Gyumri, with all amenities.Translated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18546967,,4,Yes,Yes,Not included,By Agreement
Stone,Yes,Not available,4,48 sq.m.,1,1,from 3 m,3,Open balcony,Euro Renovation,Shirak › Gyumri,"12,000 ֏ daily",AMD,"It is for daily rent on the 3rd floor of a new building, newly renovated, with new property, smart TV, internet.Translated from Armenian",Dec-12-2022_23-10,,,,,,https://list.am/en/item/17813911,,4,Yes,Yes,Included,Without prepayment
Stone,Yes,Not available,1,16 sq.m.,1,1,from 2.6 m,1,Open balcony,Major Renovation,"Mazmanyan Street, Gyumri","8,000 ֏ daily",AMD,"2 There is also a garage with all communal facilities for a person, adjacent to the central square, not far from the market, the address is Mazmanyan 181Translated from Armenian",Dec-12-2022_23-10,,,,,,https://list.am/en/item/18243474,,4,Yes,No,Included,By Agreement
Stone,Yes,Not available,1,60 sq.m.,2,1,from 3.5 m,1,Open balcony,Major Renovation,"Mazmanyan Street, Gyumri","8,000 ֏ daily",AMD,There is also a garage for 4 persons with all the communal facilities adjacent to the central square at 181 Mazmanyan St.Translated from Armenian,Dec-12-2022_23-10,,,,,,https://list.am/en/item/18243242,,4,Yes,No,Included,By Agreement
Stone,No,Not available,3,75 sq.m.,3,1,from 3 m,2,Open balcony,Partial Renovation,"Tigran Mets Avenue, Gyumri","160,000 ֏ monthly",AMD,"A 3-room apartment is for rent on Tigran Grand Street in Gyumri, high-speed internet, cable TV (DELTA TV), central heating, gas, electricity, hot and cold water, European windows, with furniture, bed linen, refrigerator, TV.Translated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18460287,,3,No,No,Not included,2 weeks
Stone,Yes,Not available,5,130 sq.m.,4,1,from 3 m,2,Multiple balconies,Designer Renovation,Shirak › Gyumri,"350,000 ֏ monthly",AMD,Brand new renovated design style available for long term onlyTranslated from Armenian,Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18387281,,2,Yes,No,Not included,By Agreement
Stone,Yes,Not available,4,100 sq.m.,3,1,from 2.7 m,2,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"130,000 ֏ monthly",AMD,"A 3-room apartment is for rent in Mush 2 district, utilities are availableall facilities, close to the school, shops, there is also a property, a refrigerator, a washing machine, a gas stove, a TV, if you wish, call the indicated number. 3-room apartment with furniture for sale. There is a gas stove, a washing machine, a refrigerator. No one lived in the apartment yet.Translated from Armenian",Dec-12-2022_23-10,,Outdoor parking,Available,"Yard view, street view","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18681335,Television,8+,Yes,Negotiable,Not included,By Agreement
Panels,No,Not available,4,58 sq.m.,2,1,from 2.8 m,2,Closed balcony,Cosmetic Renovation,"Շիրակացի փողոց, Գյումրի","120,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the 8th military district, the apartment has a heating system, the bathroom is tiled, there is a gas-cooled semi-automatic washing machine. It is provided with property and equipment, with a deposit.Translated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18636651,,3,Yes,Negotiable,Not included,1 month
Monolith,No,Not available,4,47 sq.m.,2,1,from 2.6 m,3,Not available,Euro Renovation,"Paruyr Sevak St 9, Gyumri","150,000 ֏ monthly",AMD,"Сдаётся на длительный срок отличная 2комнатная квартира с новой мебелью и техникой, всё на гарантий.Есть все необходимое для проживания удобства.Վարձակալության է տրվում 2 սենյականոց բնակարան: Բնակարանը կապիտալ վերանորոգված է, տեղադրված է նորաոճ, որակյալ կահույք, ժամանակակից տեխնիկա, ապահովված է տաք և սառը ջրով, ջեռուցման համակարգով: Մանրամասների համար զանգահարել:",Dec-12-2022_23-10,,,Available,"Yard view, street view","Fridge, stove, coffee maker, washing machine, water Heater",https://list.am/en/item/17819536,"Internet, parking space",5,Yes,No,Not included,By Agreement
Stone,Yes,Not available,4,45 sq.m.,1,1,from 2.8 m,2,Open balcony,Designer Renovation,"Shahumyan street 188, Gyumri","20,000 ֏ daily",AMD,"For daily rent: A modern, newly renovated 1-room apartment located in the heart of Gyumri, near Vardanants Square.The apartment has all the necessary household appliances and equipment:• Heating System• Constant hot and cold water• Gas stove• Smart TV, Cable TV• Wi-fi• Refrigerator• Washing machine• Vacuum cleaner• Iron• Hair dryer• Dishes, etcEverything you need is nearby, from shops and services to restaurants, pubs, museums, attractions and churches. There are also bus/taxi stands nearby.Smoking is only allowed on the outdoor patio.For details write a PM or call the specified number.Translated from Armenian",Dec-12-2022_23-10,,,,,,https://list.am/en/item/17173802,,,,,,
Stone,No,Not available,5,45 sq.m.,2,1,from 2.8 m,4,Closed balcony,Cosmetic Renovation,"Շերամի փողոց 4, Գյումրի","6,000 ֏ daily",AMD,"Տրվում է վարձով սենյակ` Կոմունալ բոլոր հարմարություններով, մանրամասների համար զանգահարել։Անտառավան 5-րդ թաղամաս, 4 շենքСдается в аренду комната, в квартире со всеми удобствами, звоните договоримсяАнтараван 5 квартал, дом 4",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18496529,,2,Yes,No,Included,By Agreement
Stone,No,Not available,5,96 sq.m.,3,1,from 2.8 m,2,Multiple balconies,Euro Renovation,"Улица Паруйра Севака, Гюмри","100,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան Գյումրի քաղաքում։ Տրվում է գույքի հետ միասին։ Մանրամասմերի համար զանգահարել։ Квартира в арендув. Гюмри, Паруйр Севак3 комнатыЭтаж 5/2Тщательно реконструированСистема отопленияЛегкийС недвижимостьюПо техникеКоммуналка со всеми удобствамиС горячей и холодной водойЕсть гаражԿոդ VA567",Dec-12-2022_23-10,,Garage,Available,"Yard view, street view","Fridge, washing machine, iron",https://list.am/en/item/18094383,"Television, air conditioner, internet, parking space",4,Yes,No,Not included,2 months
Stone,Yes,Not available,3,100 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,Shirak › Gyumri,"360,000 ֏ monthly",AMD,"The apartment is completely newly renovated. We will answer all questions by calling. It is also possible with a daily wage, it depends on the number of people and days. In the long run, it will settle down.Translated from Armenian",Dec-12-2022_23-10,,Outdoor parking,Available,"Street view, city view","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18694572,"Television, internet, parking space",6,Negotiable,No,By Agreement,By Agreement
Stone,No,Not available,4,65 sq.m.,2,1,from 2.8 m,3,Multiple balconies,Euro Renovation,"Տրդատ Ճարտարապետի փողոց 32А, Գյումրի","130,000 ֏ monthly",AMD,"The apartment is in a very good condition, all utilities are available, internet connection is available.Translated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18432249,,3,Yes,No,By Agreement,Without prepayment
Stone,No,Not available,3,46 sq.m.,2,1,from 2.7 m,1,Not available,No Renovation,"Ghandilyan street, Gyumri","65,000 ֏ monthly",AMD,"Առանց միջնորդի վարձով է տրվում 2 սենյականոց բնակարան Գանդիլյան փողոցում մինչեվ ապրիլի վէրջ. Վայրը կենտրոնական է, երկաթուղային կայարան և քաղաքի կենտրոն կարելի է ոտքով հասնել 15 րոպեից պակաս ժամանակում. Բնակարանը գտնվում է առաջին հարկում և ունի 46քմ, որից մեկ սենյակը՝ 22քմ. Արիստոնով բաց խոհանոցը 14քմ շատ արևկող է։ Պատուհաններ ճաղավանդակներով. Մուտքի սրահ, ունի 6 քմ. Սանհանգույցը 5 քմ մակերեսով սալիկապատ է և հագեցած է լոգարանով։ Միջանցքում կա նաև փոքր խորդանոց։Բնակարանը կառաքվի չկահավորված և չվերանորոցված. Վարձավճարը վճարվում է ամսական յուրաքանչյուր ամսվա սկզբին:Сдается двухкомнатная квартира до конца апреля на улице Гандиляна без посредников. Расположение центральное, до железнодорожного вокзала и центра города можно пешком добраться менее чем за 15 минут. Квартира находится на первом этаже и имеет 46 квадратных метров, из которых одна комната имеет 22 квадратных метра. Открытая кухня с аристоном площадью 14 квадратных метров очень солнечная. Окна с решетками. Прихожая, имеет 6 квадратных метров. Санузел площадью 5 квадратных метров выложен плиткой и оборудован ванной. В коридоре также есть небольшая кладовка. Квартира будет сдана без ремонта и без мебели и свободна немедленно. Арендная плата вносится ежемесячно в начале каждого месяца.I am privately offering a two-room apartment on Ghandilyan street without estate agents until end of April 2023. The location is central and less than 15 minutes’ walk from the train station and city center. The apartment is on the ground floor and has 46 square meters, of which the first room has 22 square meters. The open kitchen has 14 square meters and is very sunny thanks to the many windows. The windows are protected by massive bars. A water heater is also already installed in the kitchen. The hallway to enter the apartment has 6 square meters. There is also a small storage room in the hallway. The 5 square meter bathroom is tiled and has a bathtub. The apartment is available immediately and will be handed over unrenovated and without furniture. The rent is to be paid monthly in advance.",Dec-12-2022_23-10,,Outdoor parking,Not available,,,https://list.am/en/item/18694262,,3,Yes,Negotiable,Not included,2 months
