Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Appliances,Window Views,The House Has,Parking,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Stone,No,Not available,5,52 sq.m.,2,1,from 2.7 m,4,Not available,Available,Euro Renovation,"Myasnikyan street, Vanadzor","10,000 ֏ daily",AMD,"Օրավարձով բնակարան Վանաձորում։Մաքուր բնակարան բոլոր կոմունալ հարմարություններով տալիս եմ օրականով։ Գինը կախված օրերի քանակից։ Կա ջեռուցում, լվացքի մեքենա, հեռուստացույց, ինտերնետ ։ Միշտ մաքուր անկողին և սրբիչներ ։ Գործակալություն չէ իմ բնակարանն է։Մենք ապահովում ենք կատարյալ մաքրությունԲնակարանում տրամադրում ենք բոլոր անհրաժեշտ պարագաները` Թեյնիկ, արդուկ, ֆեն, սպասքԼվացքի մեքենա, սառնարան,սպիտակեղեն, սրբիչներ, հողաթափերԿախված հյուրերի ու օրերի քանակից, գինը ենթակա է փոփոխմանApartments for daily rent in VanadzorOne two three room apartmentsWe provide perfect cleanlinessWe provide all the necessary accessories in the apartment: Kettle, iron, hair dryer, dishesWashing machine, refrigerator, air conditionerLinen, towels, slippersDepending on the number of guests and the number of days, the price is subject to changeКвартиры посуточно в ВанадзореКвартиры от 1 до 3 комнатОбеспечиваем безупречную чистотуПредоставляем все необходимые аксессуары в квартире: Чайник, утюг, фен, посуда.Стиральная машина, холодильник,Постельное белье, полотенца, тапочки",Dec-12-2022_23-09,,,,,https://list.am/en/item/17780921,4,Yes,No,Not included,By Agreement,
Stone,No,Not available,1,50 sq.m.,2,1,from 2.75 m,1,Not available,Available,Partial Renovation,"Grigor Lusavorich street, Vanadzor","10,000 ֏ daily",AMD,"Сдаю частный дом посуточно в центре города! В доме есть все коммуникации, так же посуда и всё необходимое для проживания! Ничего привозить не нужно, заехал и живи! Есть душ, туалет... Wi-fi...Общий двор, парковка. Интересующие Вас вопросы можете задать по телефону!",Dec-12-2022_23-09,"Fridge, stove, washing machine, iron, hair dryer",Yard view,,,https://list.am/en/item/18404501,3,Yes,No,Included,By Agreement,"Television, internet, parking space"
Panels,No,Available,9,50 sq.m.,1,1,from 2.8 m,4,Open balcony,Available,Cosmetic Renovation,"Нарекаци блок, Ереван","80,000 ֏ monthly",AMD,It is a lovely and sunny apartment. The apartment is located in the third part of Vanadzor city.Translated from Armenian,Dec-12-2022_23-09,,,,,https://list.am/en/item/18689436,3,No,No,Not included,2 months,
Stone,Yes,Not available,4,64 sq.m.,2,1,from 2.8 m,2,Open balcony,Available,Major Renovation,"Հակոբ Մեղապարտի փողոց, Ստեփանավան","100,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the center of the city of Stepanavan, in a newly built district, with all utilities, fully furnished.Translated from Armenian",Dec-12-2022_23-09,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view",Playground,"Outdoor parking, garage",https://list.am/en/item/18634086,2,Negotiable,No,Not included,By Agreement,"Television, internet, parking space"
Panels,No,Not available,5,67 sq.m.,2,1,from 3 m,5,Open balcony,Available,Cosmetic Renovation,"Улица Лазян 25, Ванадзор","140,000 ֏ monthly",AMD,"Сдается двух комнатная квартира в центре города, рядом почта, парк.В квартире все есть для проживания.Расматриваем с животными, но цена будет другая.",Dec-12-2022_23-09,,,,,https://list.am/en/item/18506074,4,Yes,Yes,By Agreement,1 month,
Stone,No,Not available,5,65 sq.m.,2,1,from 3 m,3,Multiple balconies,Available,Partial Renovation,"Knunyants street 48, Vanadzor","70,000 ֏ monthly",AMD,With utilities and household itemsTranslated from Armenian,Dec-12-2022_23-09,,,,,https://list.am/en/item/18539002,3,Yes,Yes,Not included,1 month,
Stone,No,Not available,5,75 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Cosmetic Renovation,Lorri › Vanadzor,"120,000 ֏ monthly",AMD,"A 3-room apartment is urgently for rent in the city of Vanadzor, in the 3rd part. The apartment is sunny. The bathroom is renovated. Urgent, negotiable.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18510094,8+,Yes,No,Not included,1 month,
Stone,Yes,Not available,4,85 sq.m.,3,1,from 2.8 m,3,Open balcony,Available,Designer Renovation,Lorri › Stepanavan,"145,000 ֏ monthly",AMD,"Վարձով է տրվում բնակարան Ստեփանավան քաղաքի կենտրոնում, Գարեգին Նժդեհի փողոում։ Բոլոր սենյակները բավականին ընդարձակ են և արևկող։ Առկա է բաց պատշգամբ։ Տրվում է կահույքի, տեխնիկայի, խոհանոցային պարագաների հետ միասին։Сдается трёхкомнатная квартира, в центре города Степанаван, в новостройке. Квартира полностью обставлена, включая: ТВ, холодильник, стиральная машина, посуда,отопление + горячая вода,Рядом все необходимое: Магазины, рынок, банк.",Dec-12-2022_23-09,,,,,https://list.am/en/item/18525005,5,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,6,90 sq.m.,4,2,from 2.7 m,4,Multiple balconies,Available,Major Renovation,"Գրիգոր Նարեկացու փողոց, Վանաձոր","100,000 ֏ monthly",AMD,The house has all utilities and is provided long-termon rentTranslated from Armenian,Dec-12-2022_23-09,,,,,https://list.am/en/item/18339092,6,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,45 sq.m.,1,1,from 2.7 m,2,Not available,Available,Euro Renovation,"Myasnikyan St 6, Vanadzor","10,000 ֏ daily",AMD,"Apartment for daily rentIn the center of Vanadzor city, newly renovated, with all utilities: Heating, bed, towels, washing machine, TV, refrigerator, hot and cold water, gas stove, kettle, necessary dishes, slippers.It is close to the supermarket, pharmacy, shops, fast food outlets, the square, the park.The price may change depending on the number of days.Arrival after 13:00Departure: Before 12-00 (time change is possible)REMINDER: All sanitary conditions are observed.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/17991000,3,Negotiable,No,By Agreement,By Agreement,
Stone,No,Not available,5,64 sq.m.,2,1,from 2.6 m,4,Open balcony,Available,Old Renovation,"Улица Карена Демирчяна, Ванадзор","70,000 ֏ monthly",AMD,"Квартира имеет 2 комнаты с нишей, ванна с туалетом, большая кухня, холодильник, телевизор, есои нужен интернет то можем сделать, так же большая спальная комната.",Dec-12-2022_23-09,,,,,https://list.am/en/item/18569961,3,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,55 sq.m.,2,1,from 2.5 m,5,Open balcony,Available,Euro Renovation,"Վարդանանց փողոց, Վանաձոր","10,000 ֏ daily",AMD,"Օրավարձով բնակարան Վանաձորում։Մաքուր բնակարան բոլոր կոմունալ հարմարություններով տալիս եմ օրականով։ Գինը կախված օրերի քանակից։ Կա ջեռուցում, լվացքի մեքենա, հեռուստացույց, ինտերնետ ։ Միշտ մաքուր անկողին և սրբիչներ ։ Գործակալություն չէ իմ բնակարանն է։Մենք ապահովում ենք կատարյալ մաքրությունԲնակարանում տրամադրում ենք բոլոր անհրաժեշտ պարագաները` Թեյնիկ, արդուկ, ֆեն, սպասքԼվացքի մեքենա, սառնարան,սպիտակեղեն, սրբիչներ, հողաթափերԿախված հյուրերի ու օրերի քանակից, գինը ենթակա է փոփոխմանApartments for daily rent in VanadzorOne two three room apartmentsWe provide perfect cleanlinessWe provide all the necessary accessories in the apartment: Kettle, iron, hair dryer, dishesWashing machine, refrigerator, air conditionerLinen, towels, slippersDepending on the number of guests and the number of days, the price is subject to changeКвартиры посуточно в ВанадзореКвартиры от 1 до 3 комнатОбеспечиваем безупречную чистотуПредоставляем все необходимые аксессуары в квартире: Чайник, утюг, фен, посуда.Стиральная машина, холодильник,Постельное белье, полотенца, тапочки",Dec-12-2022_23-09,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view",Playground,"Outdoor parking, covered parking",https://list.am/en/item/16204358,4,Yes,No,Not included,By Agreement,"Television, internet, parking space"
Stone,No,Not available,5,82 sq.m.,3,1,from 2.7 m,1,Open balcony,Available,Euro Renovation,Lorri › Vanadzor,"220,000 ֏ monthly",AMD,The apartment is renovated and furnished. It has a heating system; It is located next to Vanadzor square.Translated from Armenian,Dec-12-2022_23-09,"Fridge, stove, washing machine, water Heater",Street view,,,https://list.am/en/item/18661694,5,Yes,No,Not included,2 months,"Television, internet"
Panels,No,Available,9,64 sq.m.,2,1,from 2.75 m,7,Closed balcony,Available,Cosmetic Renovation,"Հովհաննես Թումանյանի փողոց 9А, Վանաձոր","130,000 ֏ monthly",AMD,"A 2-room apartment is for rent in the center of Vanadzor, with all utilities, furniture and appliances.The price is negotiable.For more information call.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18275184,4,Yes,No,Not included,1 month,
Stone,Yes,Not available,5,50 sq.m.,1,1,from 2.8 m,5,Closed balcony,,Partial Renovation,"Stepan Zoryan street 79/1, Vanadzor","55,000 ֏ monthly",AMD,"The apartment is located at Zoryan 7997, in good condition, 1 room, 50 square meters, gas, water, electricity, the number is the same.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18343389,,,,,,
