Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Panels,No,Available,9,95 sq.m.,4,1,from 2.75 m,1,Closed balcony,Not available,Cosmetic Renovation,,,"Yard view, street view",,,,,,"4th microdistrict, Abovyan","$75,000",USD,"4-room apartment for sale in Abovyan, 9h. On the 1st floor of the building.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17297285
Stone,No,Not available,5,56 sq.m.,2,1,from 3 m,5,Closed balcony,Not available,Major Renovation,,,,,,,,,Kotayk › Abovian,"19,500,000 ֏",AMD,"Very urgent. Call for details. The price is negotiable. It has a chula in the corridor. Address: 4 Yeghbairyutyan building, close to the market, kindergarten, school.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17443674
Stone,No,Not available,4,31 sq.m.,1,1,from 2.7 m,4,Open balcony,Not available,No Renovation,,,,,,,,,Kotayk › Hrazdan,"$11,000",USD,Needs renovationTranslated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/17929116
Monolith,Yes,Available,12,87 sq.m.,3,2,from 3 m,4,Multiple balconies,Not available,Major Renovation,,Air conditioner,,,,,,,"Հանրապետության պողոտա 15Ա, Աբովյան","$110,000",USD,"I am not a broker in my houseThe apartment is in good condition2 bedrooms 2 bathrooms2 balconies. 3-room apartment and garage. In a newly built elite building in the center of Abovyan, 87 st. M. , 2 bathrooms, high ceilings, 2 balconies, Italian Lamborghini heating system.Heated floor, тёплый пол, in the hallway, kitchen and toilet - bathrooms. The floor is the highest quality laminate, in tiles. Euro windows. Washing machine, dishwasher, quality refrigerator.Translated from Armenian",Dec-12-2022_18-43,Intercom entry,Garage,https://list.am/en/item/18369147
Stone,No,Not available,4,38 sq.m.,1,1,from 2.75 m,4,Closed balcony,Not available,Old Renovation,,,,,,,,,"Վազգեն Սարգսյանի փողոց, Քասախ","$31,000",USD,"READ CAREFULLY!• The apartment is located near the ""Red Cross"", in the village of Kasakh.•In front of Vahagni district.• 3.5 km from District 16 (Ajapnyak), near Haypost (Почта), V. Sargsyan Street, in the central part of Kasakh• There is city transport,•Stone residential building, converted into 1-2 rooms, separate bedroom, closed balcony, old renovation, tile-metlakh bathroom, European windows.Code A7115Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17905451
Panels,No,Not available,5,47 sq.m.,2,1,from 2.5 m,4,Not available,By agreement,Old Renovation,,,Yard view,,,,,,Kotayk › Byureghavan,"$34,000",USD,"The house is in good condition, the windows are euro. It has constant gas and water.Translated from Armenian",Dec-12-2022_18-43,,Outdoor parking,https://list.am/en/item/15672099
Stone,No,Not available,4,86 sq.m.,4,1,from 2.7 m,2,Multiple balconies,Available,Major Renovation,,,,,,,,,"Aghvan Stepanyan street, Kasakh","$65,000",USD,Heating systemthoroughly reconstructedinside and outside doors changedwindows euroTranslated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/16476187
Panels,No,Not available,9,78 sq.m.,3,2,from 2.8 m,9,Closed balcony,Available,Partial Renovation,,,,,,,,,"Kentron block 32, Hrazdan","$32,000",USD,"The house is in good condition. It is sold together with the property. The roof is repaired, tin. It is sunny. The apartment is located in the center, all shops are accessible. Very close to the station.There is also an open balcony. Iron door. All rooms are furnished. There is a refrigerator.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18018031
Stone,No,Not available,3,61 sq.m.,3,1,from 2.5 m,3,Closed balcony,By agreement,Major Renovation,,,,,,,,,"1ая закрытая улица, Մեղրաձոր","$20,000",USD,"Բնակարանում կա տաք և սառը ջուր, գազ, էլեկտրականություն։ Վերանորոգված է։ Գտնվում է անտառի դիմաց։ Արևկող է։ Հարմար է հանգստի համար։ (Հանքավան)",Dec-12-2022_18-43,,,https://list.am/en/item/14613407
Stone,No,Not available,2,232 sq.m.,5,2,from 2.8 m,2,Open balcony,Available,Euro Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$120,000",USD,"17.6 square meters of garage for sale. In a small private house, 70 sq. M. Together with M. The total area of the plot is 480 square meters. M.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17424642
Stone,No,Not available,4,38 sq.m.,2,1,from 3 m,4,Closed balcony,Not available,Partial Renovation,,,,,,,,,"Օղակաձև փողոց, Բյուրեղավան","$26,000",USD,2-room Apartment in the city of Bureghavan... (dormitory) sanitarahigenian detached house. Semi-repair...Translated from Armenian,Dec-12-2022_18-43,,,https://list.am/en/item/18329529
Panels,No,Available,9,50 sq.m.,2,1,from 2.7 m,1,Not available,,Major Renovation,,,,,,,,,Kotayk › Byureghavan,"$43,000",USD,"The apartment is on the sunny side, uninhabited. It is renovated, the bathroom is Partial. With all utilities. It is sold together with kitchen furniture.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18473080
Panels,No,Available,9,91 sq.m.,4,1,from 2.75 m,1,Closed balcony,By agreement,Major Renovation,,,,,,,,,"Suren Mnatsakanyan street, Abovyan","$101,000",USD,"The apartment is located in the 3 micro, 21b building, Czech project, only 50 meters away is the 10th school and the kindergarten. The apartment is sunny, completely renovated, has a renovated basement of 12 square meters, individual heating with the Baxi system, the entire floor is heated, the apartment has two entrances, in front of the apartment there is a beautiful flower garden of 100 square meters, the area is paved, also in front of the apartment there is a garage for two cars of 36 square meters.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17509477
Stone,No,Not available,2,104 sq.m.,4,1,from 2.7 m,2,Closed balcony,Not available,No Renovation,,,,,,,,,"Գարեգին Նժդեհ փողոց 4, Քասախ","$35,000",USD,"An apartment is for sale on the 2nd floor of a 2-story stone building. The house is bright and warm.For additional questions, please call the indicated phone number.Home, in Kazakhstan.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18661897
Monolith,Yes,Available,12,70 sq.m.,2,1,from 2.6 m,9,Multiple balconies,,Partial Renovation,,,,,,,,,"Проспект Республики 15А, Абовян","$73,000",USD,"Если объявление висит, значит оно актуально, ТОРГ минимальный!Для кого дорого, найдите дешевле, с продажей не спешу, обмен ни на что не интересует!Продается 2-комнатная квартира с гаражом в собственности Абовяне, на Анрапетутяна 15А. Квартира расположена на 9 этаже 11 этажного дома, имеет 2 открытых балкона также в общем коридоре жилого дома есть кладовка площадью около 5 квадратных метров. В квартире сделан частичный ремонт. Рядом с домом находятся школа, детский сад и городской парк Абовяна.Высота потолка 2.8единственный собственник‼️Все подробности по телефону, при необходимости все расскажу.Показ оперативный‼️",Dec-12-2022_18-43,,,https://list.am/en/item/16683890
Stone,No,Not available,5,94 sq.m.,4,2,from 2.75 m,5,Multiple balconies,Not available,Euro Renovation,,,,,,,,,"Erevanyan street, Yeghvard","27,000,000 ֏",AMD,"4-room apartment in Yeghvardi Raykom district in the BEELINE building.The windows and doors of the apartment have been changed, the hall is tiled, the walls have been repaired, the entrance door is made of metal. Equipped with BAXI heating system, has a chula and two closed balconies. Also exchange with a private house in Yeghvard for an additional fee from me.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18324691
Panels,No,Available,9,80 sq.m.,3,1,from 2.75 m,6,Closed balcony,Available,Old Renovation,,,,,,,,,"Երիտասարդության փողոց 15, Չարենցավան","$34,600",USD,"5 years 15 hoursUpstairs in front of the hospitalCondition, with propertyTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18433578
Panels,No,Available,9,98 sq.m.,3,1,from 2.7 m,4,Multiple balconies,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Jrvezh,"$85,000",USD,"The apartment is located in Jrvezh, on the 4th floor of a 9-storey building. 12 square meters, school, kindergarten, shops are nearby.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17387281
Stone,No,Not available,5,76 sq.m.,3,1,from 2.75 m,4,Closed balcony,,Euro Renovation,,,,,,,,,"Saralangi street, Abovyan","€65,000",EUR,"A very comfortable apartment is for sale on the 4th floor of a 5-storey stone building, together with the bedroom and living room furniture. Negotiable.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/16427746
Stone,No,Not available,2,26 sq.m.,1,1,from 2.5 m,2,Open balcony,Not available,Cosmetic Renovation,,,"Yard view, street view",,,,,,"Զովունի 6 փողոց, Զովունի","$22,500",USD,"It is located on the central street in Zovuni, near the school, on the 2nd floor of a 2-story building with a separate entrance. It is sold by the owner, with ownership rights, read carefully, call again.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18456474
Panels,No,Not available,2,26 sq.m.,1,1,from 2.75 m,2,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,"Zovuni 6 street, Zovuni","$22,500",USD,"On the 2nd floor of a 2-storey building, there is a separate entrance on the main street, near the school and kindergarten, near the asphalt street transport, it is not gasified, but it is possible. Only cash is not an agent!Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17906202
Stone,No,Not available,3,45 sq.m.,2,1,from 2.8 m,3,Closed balcony,Not available,Euro Renovation,,"Fridge, stove, washing machine","Yard view, street view",,,,,,Kotayk › Nor Hachen,"$34,000",USD,"Stone building, fully renovated, sunny,Heating System,Do not disturb the agents under any circumstances.Translated from Armenian",Dec-12-2022_18-43,,Outdoor parking,https://list.am/en/item/18688537
Stone,No,Not available,3,140 sq.m.,4,2,from 3 m,3,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Proshyan,"$60,000",USD,"The apartment is gasified. It is located on the 6th Yeryanyan street. It has permanent water, light, gas. It is given together with the kitchen furniture. Negotiable.Translated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/16641626
Panels,No,Available,9,78 sq.m.,3,1,from 2.8 m,7,Closed balcony,Available,Major Renovation,,,,,,,,,Kotayk › Hrazdan,"$50,000",USD,"A 3-room apartment is for sale, in Hrazdan, the apartment is completely renovated, it is bright and there is an uninterrupted elevator in the sunny building.A heating system (BAQSI) is installed near the hospital. THE PRICE INCLUDES FURNITURE AND APPLIANCES.IDLE PEOPLE DON'T CALLTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/18315894
Stone,No,Not available,4,33 sq.m.,1,1,from 2.8 m,4,Not available,,Major Renovation,,,,,,,,,Kotayk › Hrazdan,"7,000,000 ֏",AMD,Капитальный ремонт трубы газ маленькая спальня хорошее состояние,Dec-12-2022_18-43,,,https://list.am/en/item/18374448
Stone,No,Not available,4,42 sq.m.,1,1,from 2.6 m,1,Closed balcony,Not available,Old Renovation,,,,,,,,,"4-րդ թաղամաս 8, Չարենցավան","$19,000",USD,"1 room apartment for sale, old renovated, windows changed, euro old renovated, but there are basic necessities for comfortable livingTranslated from Armenian",Dec-12-2022_18-43,,,https://list.am/en/item/17171351
