Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Facilities,Appliances,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Country House,Stone,25 sq.m.,1,2,1,,,No Renovation,300 sq.m.,"Andranik Zoravar St, Hrazdan","$7,000",USD,"A summer house in the village of Aghavnadzor, near the community hall, in the center of the village, with fairy-tale nature.There is a barn (can be used as a garage)from the main road to the house is asphalt,look at my other postExchange...Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/18220233,,,,,,
House,Monolith,780 sq.m.,4+,5,3+,,,No Renovation,,"Arinj 25th street 30, Առինջ գյուղ","$250,000",USD,"3-storey detached house in Arinj village with an area of 780 square meters. Basement 195 square meters (suitable for production or storage), 3rd floor - attic 195 square meters, orchard 1300 square meters with stone fence, all utilities (sewerage, gas, water, electricity), asphalt road.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/7533325,,,,,,
House,Stone,120 sq.m.,1,1,1,,3 or more spots,Partial Renovation,1200 sq.m.,Kotayk › Aragyugh,"10,000,000 ֏",AMD,"There are two buildings on the plot, 120 square meters and 30 square meters, both of them are made of stone, there are also fruit trees, 25 kilometers from Yerevan, next to the highway.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/18078283,,,,,,
House,Stone,350 sq.m.,3,7,3+,Available,Not available,Major Renovation,1400 sq.m.,Kotayk › Balahovit,"$255,000",USD,"A three-storey private house with a large land is for sale, it is capitally renovated, has a 50 sq. M. Garage, the windows and doors are of European production. Iron entrance door, oak floor, bathroom, kitchen and corridor are tiled. BAXI heating system is installed, it has constant hot and cold water. For sale together with furniture.Code 24584Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/17010207,,,,,,
Country House,Stone,1000 sq.m.,2,3,1,,,Cosmetic Renovation,153 sq.m.,"11th Street 18, Ptghni village","$78,000",USD,"Private house for sale in Verin Ptghni, Kotayk region, Brabion sector, 8th district, land area 1000 m/sq. , stone fence, orchard, swimming pool 3x6, barbecue, shed, shed, summer bath, 2 bedrooms, hallway, living room, toilet, swimming pool, bathroom, privatized, constant drinking water, irrigation water, gas, electricity, the total area of the house is 153.25 m/sq.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/18086564,,,,,,
House,Stone,250 sq.m.,3,4,3+,,,Major Renovation,500 sq.m.,Kotayk › Jrvezh,"$115,000",USD,"Two-storey private house in Jrvezh village, not far from the bus stop, on the side of the gorge, 500 sq. M. Land, 250 sq. M. House ․ The 2nd floor is fully renovated where there are 3 bedrooms, a living room, a large open balcony, a kitchen, a bathroom ․ There is a garage in front of the house, made of stone ․ In case of a real buyer, the price is negotiable ․Code 5862Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/7433306,,,,,,
Country House,Stone,150 sq.m.,2,3,1,,,Cosmetic Renovation,1000 sq.m.,Kotayk › Kanakeravan,"$37,500",USD,"On the bank of Zangvi, near Kanakeravan, a two-story large terrace with a parking space, a separate basement, energy for irrigation and drinking water, fruit trees.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/16654084,,,,,,
Country House,Stone,100 sq.m.,3,4,1,,,Cosmetic Renovation,500 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$45,000",USD,"For sale or tradeA 3-story country house with a 1-room apartment in Yerevan.The 1st floor is a basement, the 2nd floor is residential, the 3rd floor is a mansard with an open balcony.There is a plot of land, fruit trees, swimming pool, toaster in the yard.It is possible to park 2 cars.For more information call.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/18059461,,,,,,
House,Stone,150 sq.m.,2,4,1,Available,Not available,No Renovation,370 sq.m.,Kotayk › Jrvezh,"$87,000",USD,"Code-13845: Two-storey private house is for sale in Jrvezh. The interior of the house is unfinished. There is an exit from the bedrooms to the open balconies. Each floor is 75 square meters. Sewage, water and electricity are available, and gas is nearby.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/10902853,,,,,,
House,Stone,346 sq.m.,3,4,3+,,,Major Renovation,1075 sq.m.,Kotayk › Jrvezh,"$350,000",USD,"Կոդ 11333 Վաճառվում է եռահարկ առանձնատուն Ջրվեժում: Ունի ամառային խոհանոց, լողավազան, գեղեցիկ պտղատու այգի: Շինությունը կապիտալ վերանորոգված է, տրված է գեղեցիկ դիզայներական լուծումներ: Վաճառվում է գույքի և տեխնիկայի հետ միասին: Պատուհանները եվրոպական արտադրության են, սանհանգույցները սալիկապատ են, անցկացված է անհատական ջեռուցման համակարգ:",Nov-24-2022_23-13,,,,https://list.am/en/item/10237030,,,,,,
House,Stone,318 sq.m.,2,4,1,By agreement,1 spot,Old Renovation,1068 sq.m.,Kotayk › Jrvezh,"$130,000",USD,"Կոդ 11211 Վաճառվում է երկհարկանի առանձնատուն Ջրվեժ գյուղում: Առանձնատունը հին մաքուր վիճակում է, գազաֆիկացված, ապահովված մշտական ջրով: Ունի պտղատու, գեղեցիկ այգի, բուխարի, բակ: 1-ին հարկում ա/կայանտեղի է, լողավազան, խաղասրահ, շոգեբաղնիքի համար նախատեսված տարածք: 2-րդ հարկը բնակելի է, առկա է 3 ննջասենյակ, հյուրասենյակ, նախասրահ, բաց և փակ պատշգամբներ, սանհանգույց և խոհանոց",Nov-24-2022_23-13,,,,https://list.am/en/item/10004110,,,,,,
Country House,Stone,172 sq.m.,2,3,1,,,No Renovation,504 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$30,000",USD,A summer house for sale in Dzoraghbyur together with a beautiful gardenCode 50017Translated from Armenian,Nov-24-2022_23-13,,,,https://list.am/en/item/17931324,,,,,,
House,Stone,1100 sq.m.,2,7,1,,,Euro Renovation,1000 sq.m.,"Kentronakan street, Akunk","$200,000",USD,"Private house for sale in Akunk villageRenovated. Has its own water, BAXI system, beautiful yard. Call for details.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/16172422,,,,,,
House,Stone,89 sq.m.,1,3,1,,,Euro Renovation,250 sq.m.,Kotayk › Kasagh,"$75,000",USD,For more information call.Code 0270:Translated from Armenian,Nov-24-2022_23-13,,,,https://list.am/en/item/17695492,,,,,,
House,Stone,180 sq.m.,2,4,1,,,No Renovation,700 sq.m.,Kotayk › Hrazdan,"$30,000",USD,Mansion Jrarat city. In (Mothers) Near Tsakhkadzor. Very convenient place for a summer house. Garage in the building. Call for butter for all other details.Translated from Armenian,Nov-24-2022_23-13,,,,https://list.am/en/item/17793229,,,,,,
House,Stone,264 sq.m.,2,5,1,By agreement,1 spot,Cosmetic Renovation,1000 sq.m.,Kotayk › Jrvezh,"$150,000",USD,"Code 11280 A two-storey private house is for sale in Jrvezh. The house is clean. The windows are of European production, the bathroom is tiled. It is gasified, has a central sewer. There is a summer kitchen, a beautiful garden with fruit trees, a separate garage of 36 sq. M.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/10134504,,,,,,
House,Stone,142 sq.m.,2,4,2,,,Euro Renovation,650 sq.m.,Kotayk › Hrazdan,"$55,000",USD,"A two-story, euro-renovated private house is for sale in the southern district of Hrazdan city. The private house has 1 living room, 3 bedrooms, an open balcony, it is completely renovated, all utilities are available, a baxi heating system is installed. The area of the house is 140 square meters (70 square meters each floor), first floor. The floor is used as a warehouse, a storage area. The area of the land is 650 square meters, it is cultivated, there are fruit trees, a covered pavilion and a summer kitchen with all its facilities are built. There is a garage for parking 2 cars. The house is located very quietly, quietly and in a good neighborhood, close to school, kindergarten, bus stop, supermarkets, bank, bakery, beauty salons, post office and all necessary facilities. Sold with all property, appliances and garage. Price negotiable.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/18107567,,,,,,
Country House,Monolith,150 sq.m.,2,4,2,,,Major Renovation,750 sq.m.,"Ավետիք Իսահակյանի փողոց 29, Նոր Գեղի","$240,000",USD,"Located about 20 km from the city of Yerevan, it is a specially built capital building, consisting of a mansard floor with 3 bedrooms with separate balconies and a bathroom. On the first floor there is a living room with a kitchen, a bathroom. In the developed garden there is a summer kitchen for up to 25 people, open and closed closets, an external bathroom. There is a fountain, a filtered swimming pool, a sauna. It is self-sufficient with an electric boiler, there is gas nearby.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/16955336,,,,,,
House,Stone,250 sq.m.,1,6,1,,,Old Renovation,3000 sq.m.,Kotayk › Teghenik,"$35,000",USD,"Продается дом с земельным участком! Дом одноэтажный + цокольный этаж! В доме 8 комнат + хоз. Постройки! Требуется ремонт. Большой участок с плодовыми деревьями! Имеется питьевая и поливная вода, есть возможность провести газ. Площадь участка 3000кв. М. , общая площадь дома 250 кв. М. По всем вопросам пишите по указанному номеру. Вайбер, ватсап или телеграм, я дам мой российски номер",Nov-24-2022_23-13,,,,https://list.am/en/item/17573634,,,,,,
Country House,Stone,142 sq.m.,1,4,3+,Not available,1 spot,Partial Renovation,800 sq.m.,"Erevanyan street 1, Yeghvard","$70,000",USD,"The summer house is located at the beginning of Yeghvard, on the first line, there is electricity, water, there are adjacent summer houses, it is legal, it has a certificate, the roof is made, there is also a semi-built summer house nearby, 142 square meters, 800 square meters of land, $35,000Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/17610828,,,,,,
House,Stone,169 sq.m.,2,8+,1,,,Old Renovation,1016 sq.m.,Kotayk › Garni,"$88,000",USD,"Code-14391: Two-storey private house is for sale in Garni. The windows have been partially changed. There is a basement, a garage, an orchard. All communications are available.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/17243926,,,,,,
House,Stone,195 sq.m.,3,7,3+,,2 spots,Partial Renovation,1940 sq.m.,Kotayk › Jrvezh,"$450,000",USD,"Code-14666: Three-storey private house is for sale in Jrvezh. There are 4 bedrooms, 3 bathrooms, a basement, a garage of 58 sq. M., a swimming pool of 33 sq. M., an orchard, a well-maintained yard.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/17756620,,,,,,
House,Stone,604 sq.m.,3,7,3+,,3 or more spots,Euro Renovation,1376 sq.m.,Kotayk › Jrvezh,"$550,000",USD,"Code-14125: A three-storey private house is for sale in Jrvezh, in the 5th block of Nor Nork. There are 2 living rooms, 7 bedrooms, 4 bathrooms, sauna, swimming pool, basement, storage room, open spacious balcony, attic, orchard, garage for 4 cars. The house can serve as a guest house, school, kindergarten, office, etc.Translated from Armenian",Nov-24-2022_23-13,,,,https://list.am/en/item/16711154,,,,,,
