Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Monolith,No,Not available,4,,,86 sq.m.,3,1,from 2.7 m,2,Closed balcony,By agreement,Cosmetic Renovation,,,,,,,,,Lorri › Vanadzor,"$29,500",USD,"Կա ավտոտնակ, նկուխ (պադվալ) արեվկօղմ բնակարան է։գնայինի հետ կապվաց կհարմարվեմ բնակարան@ տեսնելուց հետո։тарон 4",Dec-12-2022_20-00,https://list.am/en/item/17979968
Monolith,Yes,Not available,4,,,105 sq.m.,4,2,from 2.8 m,4,Open balcony,Partial Furniture,Partial Renovation,,,,,,,,,"ГСК-4, Ванадзор","12,000,000 ֏",AMD,"A bright, sunny 4-room apartment with a basement is for sale URGENTLY in Taron-2 district. The building is located in the busiest and well-developed district. There is no problem with the roof of the building. Nearby there is a beautiful park, kindergartens, schools, polyclinic, gas station, gas station. It is close to the station. It is sold together with property and equipment for 11,000,000 drams.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17802413
Monolith,Yes,Not available,4,,,72 sq.m.,4,1,from 2.75 m,2,Open balcony,,Euro Renovation,,,,,,,,,"Պրոմեթևսի փողոց 28, Ստեփանավան","$30,000",USD,"2-room, completely newly renovated, available with all amenities. It is for rent. Здам в Аренду.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18411901
Stone,Yes,Not available,5,,,50 sq.m.,2,2,from 2.8 m,3,Open balcony,Available,Major Renovation,,,,,,,,,"Rustavi street 7, Vanadzor","$17,000",USD,"A 2-room apartment for sale in a busy neighborhood, on the 3rd floor of a fortified building. The building was strengthened in 2003. With communal facilities. Light, gas, water. The pipes have been replaced with metaplastic, the entrance door is made of iron. Located in the sunniest part of the building. It has a basement. Would also be interested in an exchange offer with the 1st floor.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18076924
Stone,No,Not available,4,,,106 sq.m.,4,2,from 3 m,4,Multiple balconies,Not available,Partial Renovation,,,"Yard view, park view",,,,,,"Tigran Mets Avenue 12, Vanadzor","$61,000",USD,"В городе Ванадзор продаются 2 смежные квартиры: 1 комнатная и 2 переделанные в 3 комнатные, на улице Тиграна Меца 12. На 4 этаже 4-х этажного дома, общая площадь 106 кв. М, частичный ремонт, со всеми коммуникациями, закрытые и открытые балконы, дом солнечный, есть мансарда и встроенный шкаф в подъезде, бак для воды 500л. Возможно оформить ипотеку.In the city of Vanadzor, 2 adjoining apartments are for sale: 1 room and 2 converted into 3 rooms, on Tigran Mets street 12. On the 4th floor of a 4-storey building, total area 106 sq. M, partial renovation, with all communications, closed and open balconies, The House Is Sunny, There Is An Attic And A Built-In Wardrobe In The Staircase, A Water Tank 500L. It is possible to get a mortgage.Քաղաք Վանաձորում վաճառվում է 2 բնակարան կողք-կողքի՝ 1 սենյականոց և 2-ը՝ 3 սենյակ դարձրած՝ Տիգրան Մեծի 12 հասցեում: 4 հարկանի շենքի 4-րդ հարկում, ընդհանուր 106 մ քառակուսի, մասնակի վերանորոգված, կոմունալ բոլոր հարմարություններով, փակ և բաց պատշգամբներով, արևկող, ունի ձեղնահարկ և շքամուտքում ներկառուցված պահարան, 500լ ջրի բաք: Շենքը ամուր է, հնարավոր է ձևակերպել հիպոտեկ: .Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18284148
Stone,No,Not available,4,,,134 sq.m.,5,2,from 3.5 m,4,Closed balcony,By agreement,Major Renovation,,,,,,,,,"Տիգրան Մեծի պողոտա 67, Վանաձոր","$90,000",USD,"Two-story apartment! The apartment is located at Tigran Mec 67 Prospekt Tigran Mec 67 Prospekt, Tigran Mec 67 Prospekt, Vanadzor (on the sidewalk in front of the Pedagogical Institute, at the back of the Former Tashir Pizza) on 4 + 5 floors, renovated, has two bathrooms (both on the first and second floors), tank 800 l, jacuzzi, sunny side is open at all hours of the day, has windows to the prospect, the apartment has the possibility to increase, it also has a privatized storage room (chulan) right in the courtyard.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18149347
Panels,No,Available,9,,,56 sq.m.,1,1,from 2.75 m,3,Closed balcony,,Cosmetic Renovation,,,,,,,,,"Moskovyan street 56/1, Vanadzor","$30,000",USD,"A large, 56 square meter 1-room apartment is for sale, which has been converted into 2 rooms/ at the expense of a closed balcony/, it is possible to make 3 rooms as well. The apartment is cosmetically renovated, it is possible to sell it with partial ownership.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18551726
Stone,No,Not available,5,,,40 sq.m.,1,1,from 2.75 m,1,Closed balcony,Not available,Partial Renovation,,Washing machine,Yard view,,,,,,Lorri › Vanadzor,"$20,500",USD,A lot. It is a sunny and warm apartment with 1 room and 2.5-6 closed closets. Urgently negotiableTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/18656110
Stone,No,Not available,4,,,56 sq.m.,2,1,from 2.8 m,1,Closed balcony,Available,Euro Renovation,,,,,,,,,"Ղազարոս Աղայանի փողոց 65, Վանաձոր","$17,000",USD,"The apartment is located in front of the front garden. Renovated euro windows, tiled bathroom, heating systemTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17635242
Stone,No,Not available,5,,,68 sq.m.,2,1,from 2.75 m,4,Open balcony,Available,Old Renovation,,,"Street view, city view",,,,,,Lorri › Vanadzor,"$30,000",USD,Дом находится джуглинер очен удобно окно двер нови остални вопроси по телефона звонить толко реал покупатель цена окачаьелно 2 комната + нйша,Dec-12-2022_20-00,https://list.am/en/item/18625879
Stone,No,Not available,5,,,82 sq.m.,3,1,from 2.75 m,3,Closed balcony,Available,Partial Renovation,,,,,,,,,"Vardanants Street 49, Vanadzor","$67,000",USD,Doors and windows changed heating system top pole thick stone walls bedrooms in need of cosmetic repairsTranslated from Armenian,Dec-12-2022_20-00,https://list.am/en/item/16560154
Panels,No,Not available,5,,,78 sq.m.,3,1,from 2.5 m,3,Open balcony,,Cosmetic Renovation,,,,,,,,,Lorri › Vanadzor,"$33,000",USD,Наири 5/ 9 ушарзан цена реалному покупателу реалная торг,Dec-12-2022_20-00,https://list.am/en/item/18298863
Stone,No,Not available,5,,,65 sq.m.,3,1,from 2.75 m,2,Open balcony,By agreement,Major Renovation,,,,,,,,,"Chukhajyan street, Vanadzor","$42,000",USD,"The house is capitally renovated, the water and sewer pipe are completely changed. The whole floor of the house is made of oak parquet, corridor, kitchen and press granite. All the doors and windows are the darkest. Internet connection is connected. It has a large storage room. 19 schools, a kindergarten, shops, the post office are located in the Armenian area of the building.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17362679
Stone,No,Not available,5,,,41 sq.m.,1,1,from 2.7 m,2,Closed balcony,Not available,No Renovation,,,,,,,,,Lorri › Vanadzor,"$12,000",USD,"To be repaired, there is no gas, electricity, water, door, window, address should be given, 3rd part, Charentsi 7/1 (gas building)Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18585104
Stone,No,Not available,5,,,75 sq.m.,3,1,from 3 m,5,Multiple balconies,By agreement,Old Renovation,,,,,,,,,Lorri › Vanadzor,"7,000,000 ֏",AMD,"It is a sunny, dry building, the roof has not been changed, it has an open balcony from the bedrooms and a closed balcony from the living room, Address c. Vanadzor Shirak Street 28 Building (Congo)Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17629943
Stone,No,Not available,5,,,94 sq.m.,4,1,from 2.8 m,1,Multiple balconies,,Old Renovation,,,,,,,,,"Nairi street, Vanadzor","3,220,000 ₽",RUB,"Продаем 4-комнатную квартиру 1/5 94кв. М. С мебелью и техникой, в тихом районе. Квартира полностью готовая к проживанию. Окна пластиковые, (в гостиной и на кухне деревянные) на кухне есть погреб с полочками, готовый к эксплуатации, есть также подвал (вход из подъезда) Канализационная система на кухне отдельная.Находится в очень удобном месте в шаговой доступности овощной магазин, супермаркет, аптека, школа, садик и автобусная остановка. Новая отопительная система и новые радиаторы. Квартира смотрит в две стороны дома (окна спереди и сзади) Есть так же несколько балконов с задней стороны дома, там же есть небольшой огород. По всем интересующим вопросам звоните либо пишите",Dec-12-2022_20-00,https://list.am/en/item/18421701
Panels,No,Not available,5,,,66 sq.m.,2,1,from 2.75 m,2,Not available,Not available,Old Renovation,,,,,,,,,"Թորոսյան փողոց, Սպիտակ","10,000,000 ֏",AMD,"2-room apartment is for sale in the center of Spitak city, on the 2nd floor of a 5-storey building, at 26 Torosyan street (in front of ""Beeline"") The area is 66 m. Sq. E. NOT cosmetically renovated, NO property. The building is seismic, there is NO blockage or collateral on the apartment. Price: 10 million. Money (NEGOTIABLE)(Radik)Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17423315
Stone,No,Not available,4,,,70 sq.m.,3,1,from 3 m,4,Closed balcony,Available,Old Renovation,,,,,,,,,Lorri › Vanadzor,"$42,000",USD,"I am selling 3 rooms. Bakaran K • Vanadzorom. In the square, central building, the price is final, very urgent, and with the car, the price is $13,000, with extra tax.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17509178
Stone,No,Not available,5,,,65 sq.m.,2,1,from 2.6 m,4,Multiple balconies,,Cosmetic Renovation,,,,,,,,,"Chukhajyan street, Vanadzor","$25,000",USD,"Квартира продаётся с мебелью. Всё в хорошем состоянии. Очень светлая солнечная квартира. Есть нишья с большим окном. 2 балкона, открытый и остеклённый. Торг уместен. Оплата за раз, без долгов и договорённостей.",Dec-12-2022_20-00,https://list.am/en/item/18499356
Panels,No,Not available,9,,,76 sq.m.,2,1,from 2.7 m,9,Open balcony,,No Renovation,,,,,,,,,"Sukhumi street 4, Vanadzor","$7,000",USD,2 Սենյականոց բնակարան Վանաձոր քաղաքումԲնակարանը ունի պարտադիր վերանորոքման կարիք,Dec-12-2022_20-00,https://list.am/en/item/15781601
Stone,No,Not available,5,,,54 sq.m.,2,1,from 2.7 m,3,Multiple balconies,By agreement,Major Renovation,,,,,,,,,"Teryan stret 14, Vanadzor","$55,000",USD,"Urgently paid 2 + room apartment. The apartment is equipped with all communal facilities, has 2 balconies, very bright sunny side, middle house, very warm and comfortable in winter.SquareTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/15939652
Stone,No,Not available,4,,,60 sq.m.,3,1,from 3.2 m,3,Open balcony,Not available,Major Renovation,,,,,,,,,"Tigran Mets Avenue 63, Vanadzor","21,900,000 ֏",AMD,"In the heart of Vanadzor, at 63/31-2 Tigran Vaghdi Street (in the building of the gold shop), a 3-room apartment is for sale. Bn. On the 4th/3rd floor. The renovation was done with the highest quality materials, the apartment was not inhabited after the renovation. The building is one of the most solid and well-preserved buildings in the city, and the sale of the apartment is also considered with a mortgage option.Translated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/18119785
Stone,No,Not available,5,,,40 sq.m.,1,1,from 2.75 m,5,Not available,Available,Cosmetic Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց, Վանաձոր","8,000,000 ֏",AMD,"Karen Demirchyan Street 19, 17 flat 1 furnished 2 roomsFor sale, a building in the corner of the station park. , it is considered a center, please read it carefully, don't ask unnecessary questions, it doesn't have a niche, it is 40 square meters, it is what is in the picture, it is not in an emergency price, I have a place to go up and down, no, finally, Kirovakan is considered a cityTranslated from Armenian",Dec-12-2022_20-00,https://list.am/en/item/17576925
Panels,No,Available,9,,,84 sq.m.,3,1,from 2.5 m,1,Closed balcony,Available,Euro Renovation,,"Fridge, stove, washing machine",Yard view,,,,,,"Chukhajyan street 1, Vanadzor","$40,000",USD,Квартира продается вместе с имуществом с мебелью с техникой.,Dec-12-2022_20-00,https://list.am/en/item/18625890
