Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Stone,No,Not available,4,62 sq.m.,2,1,from 2.6 m,2,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$32,000",USD,"At the beginning of Etchmiadzin Nurseries, a clean 3-room apartment converted into 2 is for sale on the 2nd floor of a stone building. In the back there is about 180 square meters of cultivated garden.Code 17938Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17202427,,,,,,
Stone,No,Not available,4,50 sq.m.,2,1,from 2.6 m,4,Open balcony,,Old Renovation,Armavir › Echmiadzin,"$48,000",USD,"In Etchmiadzin, near Mashtots club, on the 1st floor of a stone building, a 3-room apartment converted into 1 is for sale very urgently. It has a yard with a separate entrance from the building, basement, land, garage, etc. Due to its location in a busy place, it can also be used as an office, hair salon, etc.Code 18005Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/17656171,,,,,,
Panels,No,Not available,5,61 sq.m.,2,1,from 2.75 m,5,Open balcony,,Old Renovation,Armavir › Echmiadzin,"$35,000",USD,"The apartment is located in Charents district, it has all utilities, the ceiling height is 2.75m, it has an open balcony, the roof is repaired, it has a basement and a pantry.Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18141869,,,,,,
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Not available,Old Renovation,Armavir › Echmiadzin,"$65,000",USD,"AS064:K. A 3-room apartment on the 5th/3rd floor is for sale on Baghramyan Street in Etchmiadzin. The apartment is cosmetically renovated. The cost is $65,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18139050,,,,,,
Stone,No,Not available,5,72 sq.m.,3,1,from 2.7 m,5,Open balcony,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"$50,000",USD,"On the central street of Etchmiadzin, a sunny 3-room apartment converted into 2 is for sale on the 5th floor of a 5-story stone building. It has 2 open balconies, one of which faces the street, the other one faces the yard, baxi, air conditioner, euro, giant chula, etc.Code 17239Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/12598186,,,,,,
Stone,No,Not available,5,103 sq.m.,5,1,from 2.7 m,5,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"$110,000",USD,5-room apartment on the 5th floor is for sale in Etchmiadzin SquareCode 16786Translated from Armenian,Nov-25-2022_14-05,,,,,https://list.am/en/item/13843392,,,,,,
Stone,No,Not available,5,67 sq.m.,2,1,from 2.7 m,4,Open balcony,,Old Renovation,Armavir › Echmiadzin,"$50,000",USD,"The apartment is in the central part of Etchmiadzin, it has all utilities, it is located in a stone building, it has an added part, the total area is 100 square meters.Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18130067,,,,,,
Stone,No,Not available,5,78 sq.m.,3,1,from 3 m,1,Multiple balconies,Not available,Old Renovation,Armavir › Echmiadzin,"$43,000",USD,"At the very beginning of Boin (in front of the park), the ground floor has a large balcony and a garden. There is a possibility to add on both sides. The entire house is dug under (padwal) It is also suitable for a shop and other activities. With a stone garage, the price is 47.0000Translated from Armenian",Nov-25-2022_14-05,,,,,https://list.am/en/item/18127083,,,,,,
Stone,No,Not available,4,115 sq.m.,3,1,from 2.75 m,1,Open balcony,Available,Major Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","200,000 ֏ monthly",AMD,"Կոդ՝ B-23346Վարձով է տրվում 3 սենյականոց բնակարան Էջմիածնի Զվարթնոց թաղամասում, 4 հարկանի քարե շենքի 1-ին հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ավտոտնակ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է կահույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 50%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Zvartnots District of Echmiadzin. The apartment is newly renovated and is located of the ground floor of the 4-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled. The bathroom is combined and is tiled, the electric wires and pipes are newly changed. It has a balcony, garage, heating system and is supplied with constant water and gas. The apartment is being rented with furniture and electronic devices.The commission of the Real Estate Agency is 50%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_23-07,,,,,https://list.am/en/item/18539024,5,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,82 sq.m.,3,1,from 2.6 m,2,Multiple balconies,,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,Uninhabited 」 completely renovated 」 very comfortable and bright apartment for rent.Translated from Armenian,Dec-12-2022_23-07,,,,,https://list.am/en/item/18485240,8+,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,82 sq.m.,3,2,from 2.6 m,2,Multiple balconies,,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,"A 3-room apartment is for rent, very comfortable and bright.Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18485436,8+,No,No,Not included,By Agreement,
Stone,No,Not available,5,71 sq.m.,2,1,from 2.75 m,3,Multiple balconies,Available,Cosmetic Renovation,"Kamo street 4, Vagharshapat","150,000 ֏ monthly",AMD,"Сдаётся двухкомнатная квартира на 3 из 5 этажей в центральной части Эчмиадзина на улице Камо 4. В квартире есть все удобства. Стиральная машина, холодильник, газовая плита, душ с ванной, туалет отдельно, просторная кухня, газ, вода холодная и горячая. Закрытая кладовка, два балкона на две стороны дома. Всё что на фото включено в стоимость. Комиссии нет, объявление от собственника.Վարձով է տրվում 2 սենյականոց բնակարան Էջմիածնի կենտրոնական մասում ՝ Կամո 4 հասցեում, 5 հարկից 3-ում։ Բնակարանը ունի բոլոր հարմարությունները։ Լվացքի մեքենա, սառնարան, գազօջախ, ցնցուղ լոգարանով, առանձին զուգարան, ընդարձակ խոհանոց, գազ, սառը և տաք ջուր։ Փակ Մառան, երկու պատշգամբ Տան երկու կողմերում։ Լուսանկարում ամեն ինչ ներառված է գնի մեջ:Հանձնաժողով չկա, հայտարարություն սեփականատիրոջից.",Dec-12-2022_23-07,Outdoor parking,"Fridge, stove, washing machine, water Heater, iron","Yard view, street view, city view",,https://list.am/en/item/18632807,6,Yes,Negotiable,Not included,By Agreement,Internet
Stone,No,Not available,3,37 sq.m.,2,1,from 2.8 m,2,Open balcony,By agreement,Cosmetic Renovation,"Երիտասարդության փողոց 1, Մերձավան","100,000 ֏ monthly",AMD,"It is in good condition. There is a sofa, bed, wardrobe, table and chairs, kitchen furniture, gas. The apartment is located near the bus stop. We provide clean, neat, responsible and dutiful persons.Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18671905,3,Negotiable,No,Not included,1 month,
Panels,No,Not available,5,78 sq.m.,3,1,from 2.8 m,4,Closed balcony,Available,Major Renovation,"1 թաղամաս, Մեծամոր","130,000 ֏ monthly",AMD,"ԲնակարանըԿահավորված է և ապահովված անհրաժեշտ գույքով /տեխնիկայով, անկողնային պարագաներով, սպասքով, ջակուզիով, հիգենյայի պարագաներով հարմարավետ բնակարան։ Մարդկանց և օրերի քանակից կախված արժեքը կարող է փոփոխվել։Сдается уютная трехкомнатная квартира с приятным ремонтом и ванной-джакузи.Отопление: Газовый котел.Есть газовая и электрическая плита, микроволновка, холодильник, стиральная машина, пылесос, интернет. Кровати с удобными матрасами. Два стола можно использовать как письменные или обеденные.Рядом продуктовые и хозяйственные магазины, пекарни, аптеки, почта, пункт Wildberries.До Еревана на авто 40 мин. , до Армавира — 10 мин, между городами регулярно ходят маршрутки.4/5 этажИз окон открывается вид на гору Арагац.",Dec-12-2022_23-07,Outdoor parking,"Fridge, stove, microwave, washing machine, water Heater, iron","Yard view, street view",,https://list.am/en/item/18648810,4,Negotiable,No,Not included,By Agreement,Television
Stone,No,Not available,5,45 sq.m.,2,1,from 2.6 m,2,Closed balcony,Available,Euro Renovation,"Улица Месропа Маштоца, Вагаршапат","250,000 ֏ monthly",AMD,Сдается двух комнатная квартира. Со всеми удобствами и с новым ремонтом. В центре города Эчмиадзин. По всем вопросам звонить по номеру,Dec-12-2022_23-07,Outdoor parking,"Fridge, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18675363,4,Yes,Yes,Not included,1 month,"Television, air conditioner, internet"
Stone,No,Not available,3,104 sq.m.,5,1,from 2.8 m,3,Not available,Available,Euro Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"Сдается в аренду просторная квартира в городе Эчмиадзин, ул. Маштоц. На третьем этаже каменного здания.! Просьба агентам НЕ беспокоить!",Dec-12-2022_23-07,,,,,https://list.am/en/item/18532494,5,Yes,No,Not included,1 month,
Stone,No,Not available,5,50 sq.m.,2,1,from 2.8 m,3,Not available,Available,Major Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"AS098:K. A 2-room apartment on the 5th/3rd floor is for rent on Mashtots Street in Etchmiadzin. The apartment is fully renovated, provided with all utilities, property, equipment and heating system are available. The apartment will be available from December 15, but you can reserve it in advance. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, washing machine, iron","Yard view, street view, city view",,https://list.am/en/item/14284438,3,Yes,Yes,Not included,By Agreement,
Stone,Yes,Not available,5,78 sq.m.,4,1,from 2.7 m,3,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS092:K. A 4-room apartment on the 5th/3rd floor is for rent in the Charents district of Etchmiadzin. The apartment is completely renovated, there is property and equipment. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/14284218,7,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,82 sq.m.,3,1,from 2.8 m,4,Closed balcony,Available,Major Renovation,"Մեսրոպ Մաշտոց փողոց 22, Վաղարշապատ","250,000 ֏ monthly",AMD,"AS102:K. A 3-room apartment on the 5th/4th floor is for rent on Mashtots Street in Etchmiadzin. The apartment is fully renovated, heating system and air conditioner are installed. It is equipped with property, equipment and there is an open balcony. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, microwave, washing machine, water Heater, iron","Yard view, street view, city view, park view, view of Ararat",Playground,https://list.am/en/item/17949288,5,Yes,No,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,1,30 sq.m.,2,1,from 2.5 m,1,Not available,Available,Partial Renovation,Armavir › Parakar,"150,000 ֏ monthly",AMD,"Отдельно стоящее дом, двухспальная кровать, отдельный санузел, холодильник, телевизор, обогреватель, бесплатный WI-FI",Dec-12-2022_23-07,,,,,https://list.am/en/item/18392467,2,No,Yes,Not included,By Agreement,
Stone,No,Not available,5,45 sq.m.,2,1,from 3 m,3,Not available,Available,Euro Renovation,"Մովսես Խորենացի փողոց 20Ա, Վաղարշապատ","200,000 ֏ monthly",AMD,"Сдается 2-комнатная квартира в центре Эчмиадзина. Квартира обеспечена всеми удобствами, сдается с мебелью и бытовой техникой. Он расположен в 18 км от центра Еревана.",Dec-12-2022_23-07,,,,,https://list.am/en/item/17542705,2,Yes,No,Not included,2 months,
Panels,No,Available,9,67 sq.m.,2,1,from 3 m,9,Not available,Available,Euro Renovation,"Misak Manushyan street 12, Vagharshapat","15,000 ֏ daily",AMD,"2 սենյականոց բնակարան, Քաղաք Էջմիածնում, 67 ք. Մ. , 9/9 հարկ, ԵվրովերանորոգվածՕրավաձով և երկարաժամկետ 2 սենյականոց բնակարան Քաղաք Էջմիածնում, Զվարթնոցի սկզբի շենքերը, անհնրաժեշտ բոլոր հարմարություններով, 1 օրվա գինը 15.000 դրամ, գինը կարող է տարբեր լինել' կախված նրանից, թե քանի հոգով եք ապրելու և քանի օր2-х комнатная квартира в Эчмиадзине, корпуса в начале Звартноца, со всеми необходимыми удобствами, цена за 1 сутки 15.000 тысяч драм, цена может меняться, в зависимости от того, со сколькими людыми вы будете проживать и сколько дней",Dec-12-2022_23-07,,,,,https://list.am/en/item/18432398,3,Yes,No,Included,By Agreement,
